# cid2code.txt (Version 09/22/2009)
#
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
#
# The use of the Adobe-Japan2-0 character collection is now deprecated
# because the Adobe-Japan1-6 character collection made it
# obsolete. Please refer to the two files named "jisx0212-jp90.txt"
# and "jisx0212-jp04.txt" for the mapping from Adobe-Japan2-0 CIDs to
# corresponding Adobe-Japan1-6 CIDs.
#
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# The data in this table contains seven tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5097 "Adobe-Japan2-0 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 6067 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap resource, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap resources indicated at the head of each column
#   have both "-H" (horizontal writing mode) and "-V" (vertical
#   writing mode) versions. Those with only a "-H" version are
#   explicitly shown with the "-H" appended. Those with both do not
#   have a writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap resource are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap resource. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 and 7, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "Hojo-H" and "Hojo-V" CMaps (JIS
#   X 0212-1990 character set, ISO-2022-JP-1 encoding).
#
# o Column 3: Character codes for the "Hojo-EUC-H" and "Hojo-EUC-V"
#   CMaps (JIS X 0212-1990 character set, EUC-JP encoding).
#
# o Column 4: Character codes for the "UniHojo-UCS2-H" and
#   "UniHojo-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 5: Character codes for the "UniHojo-UTF8-H" and
#   "UniHojo-UTF8-V" CMaps (Unicode UTF-8 encoding).
#
# o Column 6: Character codes for the "UniHojo-UTF16-H" and
#   "UniHojo-UTF16-V" CMaps (Unicode UTF-16 encoding).
#
# o Column 7: Character codes for the "UniHojo-UTF32-H" and
#   "UniHojo-UTF32-V" CMaps (Unicode UTF-32 encoding).
#
CID	Hojo	Hojo-EUC	UniHojo-UCS2	UniHojo-UTF8	UniHojo-UTF16	UniHojo-UTF32
3161	4e6b	8fceeb	7735	e79cb5	7735	00007735
3162	4e6c	8fceec	7736	e79cb6	7736	00007736
3163	4e6d	8fceed	7739	e79cb9	7739	00007739
3164	4e6e	8fceee	773d	e79cbd	773d	0000773d
3165	4e6f	8fceef	773e	e79cbe	773e	0000773e
3166	4e70	8fcef0	7742	e79d82	7742	00007742
3167	4e71	8fcef1	7745	e79d85	7745	00007745
3168	4e72	8fcef2	7746	e79d86	7746	00007746
3169	4e73	8fcef3	774a	e79d8a	774a	0000774a
3170	4e74	8fcef4	774d	e79d8d	774d	0000774d
3171	4e75	8fcef5	774e	e79d8e	774e	0000774e
3172	4e76	8fcef6	774f	e79d8f	774f	0000774f
3173	4e77	8fcef7	7752	e79d92	7752	00007752
3174	4e78	8fcef8	7756	e79d96	7756	00007756
3175	4e79	8fcef9	7757	e79d97	7757	00007757
3176	4e7a	8fcefa	775c	e79d9c	775c	0000775c
3177	4e7b	8fcefb	775e	e79d9e	775e	0000775e
3178	4e7c	8fcefc	775f	e79d9f	775f	0000775f
3179	4e7d	8fcefd	7760	e79da0	7760	00007760
3180	4e7e	8fcefe	7762	e79da2	7762	00007762
3181	4f21	8fcfa1	7764	e79da4	7764	00007764
3182	4f22	8fcfa2	7767	e79da7	7767	00007767
3183	4f23	8fcfa3	776a	e79daa	776a	0000776a
3184	4f24	8fcfa4	776c	e79dac	776c	0000776c
3185	4f25	8fcfa5	7770	e79db0	7770	00007770
3186	4f26	8fcfa6	7772	e79db2	7772	00007772
3187	4f27	8fcfa7	7773	e79db3	7773	00007773
3188	4f28	8fcfa8	7774	e79db4	7774	00007774
3189	4f29	8fcfa9	777a	e79dba	777a	0000777a
3190	4f2a	8fcfaa	777d	e79dbd	777d	0000777d
3191	4f2b	8fcfab	7780	e79e80	7780	00007780
3192	4f2c	8fcfac	7784	e79e84	7784	00007784
3193	4f2d	8fcfad	778c	e79e8c	778c	0000778c
3194	4f2e	8fcfae	778d	e79e8d	778d	0000778d
3195	4f2f	8fcfaf	7794	e79e94	7794	00007794
3196	4f30	8fcfb0	7795	e79e95	7795	00007795
3197	4f31	8fcfb1	7796	e79e96	7796	00007796
3198	4f32	8fcfb2	779a	e79e9a	779a	0000779a
3199	4f33	8fcfb3	779f	e79e9f	779f	0000779f
3200	4f34	8fcfb4	77a2	e79ea2	77a2	000077a2
3201	4f35	8fcfb5	77a7	e79ea7	77a7	000077a7
3202	4f36	8fcfb6	77aa	e79eaa	77aa	000077aa
3203	4f37	8fcfb7	77ae	e79eae	77ae	000077ae
3204	4f38	8fcfb8	77af	e79eaf	77af	000077af
3205	4f39	8fcfb9	77b1	e79eb1	77b1	000077b1
3206	4f3a	8fcfba	77b5	e79eb5	77b5	000077b5
3207	4f3b	8fcfbb	77be	e79ebe	77be	000077be
3208	4f3c	8fcfbc	77c3	e79f83	77c3	000077c3
3209	4f3d	8fcfbd	77c9	e79f89	77c9	000077c9
3210	4f3e	8fcfbe	77d1	e79f91	77d1	000077d1
3211	4f3f	8fcfbf	77d2	e79f92	77d2	000077d2
3212	4f40	8fcfc0	77d5	e79f95	77d5	000077d5
3213	4f41	8fcfc1	77d9	e79f99	77d9	000077d9
3214	4f42	8fcfc2	77de	e79f9e	77de	000077de
3215	4f43	8fcfc3	77df	e79f9f	77df	000077df
3216	4f44	8fcfc4	77e0	e79fa0	77e0	000077e0
3217	4f45	8fcfc5	77e4	e79fa4	77e4	000077e4
3218	4f46	8fcfc6	77e6	e79fa6	77e6	000077e6
3219	4f47	8fcfc7	77ea	e79faa	77ea	000077ea
3220	4f48	8fcfc8	77ec	e79fac	77ec	000077ec
3221	4f49	8fcfc9	77f0	e79fb0	77f0	000077f0
3222	4f4a	8fcfca	77f1	e79fb1	77f1	000077f1
3223	4f4b	8fcfcb	77f4	e79fb4	77f4	000077f4
3224	4f4c	8fcfcc	77f8	e79fb8	77f8	000077f8
3225	4f4d	8fcfcd	77fb	e79fbb	77fb	000077fb
3226	4f4e	8fcfce	7805	e7a085	7805	00007805
3227	4f4f	8fcfcf	7806	e7a086	7806	00007806
3228	4f50	8fcfd0	7809	e7a089	7809	00007809
3229	4f51	8fcfd1	780d	e7a08d	780d	0000780d
3230	4f52	8fcfd2	780e	e7a08e	780e	0000780e
3231	4f53	8fcfd3	7811	e7a091	7811	00007811
3232	4f54	8fcfd4	781d	e7a09d	781d	0000781d
3233	4f55	8fcfd5	7821	e7a0a1	7821	00007821
3234	4f56	8fcfd6	7822	e7a0a2	7822	00007822
3235	4f57	8fcfd7	7823	e7a0a3	7823	00007823
3236	4f58	8fcfd8	782d	e7a0ad	782d	0000782d
3237	4f59	8fcfd9	782e	e7a0ae	782e	0000782e
3238	4f5a	8fcfda	7830	e7a0b0	7830	00007830
3239	4f5b	8fcfdb	7835	e7a0b5	7835	00007835
3240	4f5c	8fcfdc	7837	e7a0b7	7837	00007837
3241	4f5d	8fcfdd	7843	e7a183	7843	00007843
3242	4f5e	8fcfde	7844	e7a184	7844	00007844
3243	4f5f	8fcfdf	7847	e7a187	7847	00007847
3244	4f60	8fcfe0	7848	e7a188	7848	00007848
3245	4f61	8fcfe1	784c	e7a18c	784c	0000784c
3246	4f62	8fcfe2	784e	e7a18e	784e	0000784e
3247	4f63	8fcfe3	7852	e7a192	7852	00007852
3248	4f64	8fcfe4	785c	e7a19c	785c	0000785c
3249	4f65	8fcfe5	785e	e7a19e	785e	0000785e
3250	4f66	8fcfe6	7860	e7a1a0	7860	00007860
3251	4f67	8fcfe7	7861	e7a1a1	7861	00007861
3252	4f68	8fcfe8	7863	e7a1a3	7863	00007863
3253	4f69	8fcfe9	7864	e7a1a4	7864	00007864
3254	4f6a	8fcfea	7868	e7a1a8	7868	00007868
3255	4f6b	8fcfeb	786a	e7a1aa	786a	0000786a
3256	4f6c	8fcfec	786e	e7a1ae	786e	0000786e
3257	4f6d	8fcfed	787a	e7a1ba	787a	0000787a
3258	4f6e	8fcfee	787e	e7a1be	787e	0000787e
3259	4f6f	8fcfef	788a	e7a28a	788a	0000788a
3260	4f70	8fcff0	788f	e7a28f	788f	0000788f
3261	4f71	8fcff1	7894	e7a294	7894	00007894
3262	4f72	8fcff2	7898	e7a298	7898	00007898
3263	4f73	8fcff3	78a1	e7a2a1	78a1	000078a1
3264	4f74	8fcff4	789d	e7a29d	789d	0000789d
3265	4f75	8fcff5	789e	e7a29e	789e	0000789e
3266	4f76	8fcff6	789f	e7a29f	789f	0000789f
3267	4f77	8fcff7	78a4	e7a2a4	78a4	000078a4
3268	4f78	8fcff8	78a8	e7a2a8	78a8	000078a8
3269	4f79	8fcff9	78ac	e7a2ac	78ac	000078ac
3270	4f7a	8fcffa	78ad	e7a2ad	78ad	000078ad
3271	4f7b	8fcffb	78b0	e7a2b0	78b0	000078b0
3272	4f7c	8fcffc	78b1	e7a2b1	78b1	000078b1
3273	4f7d	8fcffd	78b2	e7a2b2	78b2	000078b2
3274	4f7e	8fcffe	78b3	e7a2b3	78b3	000078b3
3275	5021	8fd0a1	78bb	e7a2bb	78bb	000078bb
3276	5022	8fd0a2	78bd	e7a2bd	78bd	000078bd
3277	5023	8fd0a3	78bf	e7a2bf	78bf	000078bf
3278	5024	8fd0a4	78c7	e7a387	78c7	000078c7
3279	5025	8fd0a5	78c8	e7a388	78c8	000078c8
3280	5026	8fd0a6	78c9	e7a389	78c9	000078c9
3281	5027	8fd0a7	78cc	e7a38c	78cc	000078cc
3282	5028	8fd0a8	78ce	e7a38e	78ce	000078ce
3283	5029	8fd0a9	78d2	e7a392	78d2	000078d2
3284	502a	8fd0aa	78d3	e7a393	78d3	000078d3
3285	502b	8fd0ab	78d5	e7a395	78d5	000078d5
3286	502c	8fd0ac	78d6	e7a396	78d6	000078d6
3287	502d	8fd0ad	78e4	e7a3a4	78e4	000078e4
3288	502e	8fd0ae	78db	e7a39b	78db	000078db
3289	502f	8fd0af	78df	e7a39f	78df	000078df
3290	5030	8fd0b0	78e0	e7a3a0	78e0	000078e0
3291	5031	8fd0b1	78e1	e7a3a1	78e1	000078e1
3292	5032	8fd0b2	78e6	e7a3a6	78e6	000078e6
3293	5033	8fd0b3	78ea	e7a3aa	78ea	000078ea
3294	5034	8fd0b4	78f2	e7a3b2	78f2	000078f2
3295	5035	8fd0b5	78f3	e7a3b3	78f3	000078f3
3296	5036	8fd0b6	7900	e7a480	7900	00007900
3297	5037	8fd0b7	78f6	e7a3b6	78f6	000078f6
3298	5038	8fd0b8	78f7	e7a3b7	78f7	000078f7
3299	5039	8fd0b9	78fa	e7a3ba	78fa	000078fa
3300	503a	8fd0ba	78fb	e7a3bb	78fb	000078fb
3301	503b	8fd0bb	78ff	e7a3bf	78ff	000078ff
3302	503c	8fd0bc	7906	e7a486	7906	00007906
3303	503d	8fd0bd	790c	e7a48c	790c	0000790c
3304	503e	8fd0be	7910	e7a490	7910	00007910
3305	503f	8fd0bf	791a	e7a49a	791a	0000791a
3306	5040	8fd0c0	791c	e7a49c	791c	0000791c
3307	5041	8fd0c1	791e	e7a49e	791e	0000791e
3308	5042	8fd0c2	791f	e7a49f	791f	0000791f
3309	5043	8fd0c3	7920	e7a4a0	7920	00007920
3310	5044	8fd0c4	7925	e7a4a5	7925	00007925
3311	5045	8fd0c5	7927	e7a4a7	7927	00007927
3312	5046	8fd0c6	7929	e7a4a9	7929	00007929
3313	5047	8fd0c7	792d	e7a4ad	792d	0000792d
3314	5048	8fd0c8	7931	e7a4b1	7931	00007931
3315	5049	8fd0c9	7934	e7a4b4	7934	00007934
3316	504a	8fd0ca	7935	e7a4b5	7935	00007935
3317	504b	8fd0cb	793b	e2baad,e7a4bb	2ead,793b	00002ead,0000793b
3318	504c	8fd0cc	793d	e7a4bd	793d	0000793d
3319	504d	8fd0cd	793f	e7a4bf	793f	0000793f
3320	504e	8fd0ce	7944	e7a584	7944	00007944
3321	504f	8fd0cf	7945	e7a585	7945	00007945
3322	5050	8fd0d0	7946	e7a586	7946	00007946
3323	5051	8fd0d1	794a	e7a58a	794a	0000794a
3324	5052	8fd0d2	794b	e7a58b	794b	0000794b
3325	5053	8fd0d3	794f	e7a58f	794f	0000794f
3326	5054	8fd0d4	7951	e7a591	7951	00007951
3327	5055	8fd0d5	7954	e7a594	7954	00007954
3328	5056	8fd0d6	7958	e7a598	7958	00007958
3329	5057	8fd0d7	795b	e7a59b	795b	0000795b
3330	5058	8fd0d8	795c	e7a59c	795c	0000795c
3331	5059	8fd0d9	7967	e7a5a7	7967	00007967
3332	505a	8fd0da	7969	e7a5a9	7969	00007969
3333	505b	8fd0db	796b	e7a5ab	796b	0000796b
3334	505c	8fd0dc	7972	e7a5b2	7972	00007972
3335	505d	8fd0dd	7979	e7a5b9	7979	00007979
3336	505e	8fd0de	797b	e7a5bb	797b	0000797b
3337	505f	8fd0df	797c	e7a5bc	797c	0000797c
3338	5060	8fd0e0	797e	e7a5be	797e	0000797e
3339	5061	8fd0e1	798b	e7a68b	798b	0000798b
3340	5062	8fd0e2	798c	e7a68c	798c	0000798c
3341	5063	8fd0e3	7991	e7a691	7991	00007991
3342	5064	8fd0e4	7993	e7a693	7993	00007993
3343	5065	8fd0e5	7994	e7a694	7994	00007994
3344	5066	8fd0e6	7995	e7a695	7995	00007995
3345	5067	8fd0e7	7996	e7a696	7996	00007996
3346	5068	8fd0e8	7998	e7a698	7998	00007998
3347	5069	8fd0e9	799b	e7a69b	799b	0000799b
3348	506a	8fd0ea	799c	e7a69c	799c	0000799c
3349	506b	8fd0eb	79a1	e7a6a1	79a1	000079a1
3350	506c	8fd0ec	79a8	e7a6a8	79a8	000079a8
3351	506d	8fd0ed	79a9	e7a6a9	79a9	000079a9
3352	506e	8fd0ee	79ab	e7a6ab	79ab	000079ab
3353	506f	8fd0ef	79af	e7a6af	79af	000079af
3354	5070	8fd0f0	79b1	e7a6b1	79b1	000079b1
3355	5071	8fd0f1	79b4	e7a6b4	79b4	000079b4
3356	5072	8fd0f2	79b8	e2bdb1,e7a6b8	2f71,79b8	00002f71,000079b8
3357	5073	8fd0f3	79bb	e7a6bb	79bb	000079bb
3358	5074	8fd0f4	79c2	e7a782	79c2	000079c2
3359	5075	8fd0f5	79c4	e7a784	79c4	000079c4
3360	5076	8fd0f6	79c7	e7a787	79c7	000079c7
3361	5077	8fd0f7	79c8	e7a788	79c8	000079c8
3362	5078	8fd0f8	79ca	e7a78a	79ca	000079ca
3363	5079	8fd0f9	79cf	e7a78f	79cf	000079cf
3364	507a	8fd0fa	79d4	e7a794	79d4	000079d4
3365	507b	8fd0fb	79d6	e7a796	79d6	000079d6
3366	507c	8fd0fc	79da	e7a79a	79da	000079da
3367	507d	8fd0fd	79dd	e7a79d	79dd	000079dd
3368	507e	8fd0fe	79de	e7a79e	79de	000079de
3369	5121	8fd1a1	79e0	e7a7a0	79e0	000079e0
3370	5122	8fd1a2	79e2	e7a7a2	79e2	000079e2
3371	5123	8fd1a3	79e5	e7a7a5	79e5	000079e5
3372	5124	8fd1a4	79ea	e7a7aa	79ea	000079ea
3373	5125	8fd1a5	79eb	e7a7ab	79eb	000079eb
3374	5126	8fd1a6	79ed	e7a7ad	79ed	000079ed
3375	5127	8fd1a7	79f1	e7a7b1	79f1	000079f1
3376	5128	8fd1a8	79f8	e7a7b8	79f8	000079f8
3377	5129	8fd1a9	79fc	e7a7bc	79fc	000079fc
3378	512a	8fd1aa	7a02	e7a882	7a02	00007a02
3379	512b	8fd1ab	7a03	e7a883	7a03	00007a03
3380	512c	8fd1ac	7a07	e7a887	7a07	00007a07
3381	512d	8fd1ad	7a09	e7a889	7a09	00007a09
3382	512e	8fd1ae	7a0a	e7a88a	7a0a	00007a0a
3383	512f	8fd1af	7a0c	e7a88c	7a0c	00007a0c
3384	5130	8fd1b0	7a11	e7a891	7a11	00007a11
3385	5131	8fd1b1	7a15	e7a895	7a15	00007a15
3386	5132	8fd1b2	7a1b	e7a89b	7a1b	00007a1b
3387	5133	8fd1b3	7a1e	e7a89e	7a1e	00007a1e
3388	5134	8fd1b4	7a21	e7a8a1	7a21	00007a21
3389	5135	8fd1b5	7a27	e7a8a7	7a27	00007a27
3390	5136	8fd1b6	7a2b	e7a8ab	7a2b	00007a2b
3391	5137	8fd1b7	7a2d	e7a8ad	7a2d	00007a2d
3392	5138	8fd1b8	7a2f	e7a8af	7a2f	00007a2f
3393	5139	8fd1b9	7a30	e7a8b0	7a30	00007a30
3394	513a	8fd1ba	7a34	e7a8b4	7a34	00007a34
3395	513b	8fd1bb	7a35	e7a8b5	7a35	00007a35
3396	513c	8fd1bc	7a38	e7a8b8	7a38	00007a38
3397	513d	8fd1bd	7a39	e7a8b9	7a39	00007a39
3398	513e	8fd1be	7a3a	e7a8ba	7a3a	00007a3a
3399	513f	8fd1bf	7a44	e7a984	7a44	00007a44
3400	5140	8fd1c0	7a45	e7a985	7a45	00007a45
3401	5141	8fd1c1	7a47	e7a987	7a47	00007a47
3402	5142	8fd1c2	7a48	e7a988	7a48	00007a48
3403	5143	8fd1c3	7a4c	e7a98c	7a4c	00007a4c
3404	5144	8fd1c4	7a55	e7a995	7a55	00007a55
3405	5145	8fd1c5	7a56	e7a996	7a56	00007a56
3406	5146	8fd1c6	7a59	e7a999	7a59	00007a59
3407	5147	8fd1c7	7a5c	e7a99c	7a5c	00007a5c
3408	5148	8fd1c8	7a5d	e7a99d	7a5d	00007a5d
3409	5149	8fd1c9	7a5f	e7a99f	7a5f	00007a5f
3410	514a	8fd1ca	7a60	e7a9a0	7a60	00007a60
3411	514b	8fd1cb	7a65	e7a9a5	7a65	00007a65
3412	514c	8fd1cc	7a67	e7a9a7	7a67	00007a67
3413	514d	8fd1cd	7a6a	e7a9aa	7a6a	00007a6a
3414	514e	8fd1ce	7a6d	e7a9ad	7a6d	00007a6d
3415	514f	8fd1cf	7a75	e7a9b5	7a75	00007a75
3416	5150	8fd1d0	7a78	e7a9b8	7a78	00007a78
3417	5151	8fd1d1	7a7e	e7a9be	7a7e	00007a7e
3418	5152	8fd1d2	7a80	e7aa80	7a80	00007a80
3419	5153	8fd1d3	7a82	e7aa82	7a82	00007a82
3420	5154	8fd1d4	7a85	e7aa85	7a85	00007a85
3421	5155	8fd1d5	7a86	e7aa86	7a86	00007a86
3422	5156	8fd1d6	7a8a	e7aa8a	7a8a	00007a8a
3423	5157	8fd1d7	7a8b	e7aa8b	7a8b	00007a8b
3424	5158	8fd1d8	7a90	e7aa90	7a90	00007a90
3425	5159	8fd1d9	7a91	e7aa91	7a91	00007a91
3426	515a	8fd1da	7a94	e7aa94	7a94	00007a94
3427	515b	8fd1db	7a9e	e7aa9e	7a9e	00007a9e
3428	515c	8fd1dc	7aa0	e7aaa0	7aa0	00007aa0
3429	515d	8fd1dd	7aa3	e7aaa3	7aa3	00007aa3
3430	515e	8fd1de	7aac	e7aaac	7aac	00007aac
3431	515f	8fd1df	7ab3	e7aab3	7ab3	00007ab3
3432	5160	8fd1e0	7ab5	e7aab5	7ab5	00007ab5
3433	5161	8fd1e1	7ab9	e7aab9	7ab9	00007ab9
3434	5162	8fd1e2	7abb	e7aabb	7abb	00007abb
3435	5163	8fd1e3	7abc	e7aabc	7abc	00007abc
3436	5164	8fd1e4	7ac6	e7ab86	7ac6	00007ac6
3437	5165	8fd1e5	7ac9	e7ab89	7ac9	00007ac9
3438	5166	8fd1e6	7acc	e7ab8c	7acc	00007acc
3439	5167	8fd1e7	7ace	e7ab8e	7ace	00007ace
3440	5168	8fd1e8	7ad1	e7ab91	7ad1	00007ad1
3441	5169	8fd1e9	7adb	e7ab9b	7adb	00007adb
3442	516a	8fd1ea	7ae8	e7aba8	7ae8	00007ae8
3443	516b	8fd1eb	7ae9	e7aba9	7ae9	00007ae9
3444	516c	8fd1ec	7aeb	e7abab	7aeb	00007aeb
3445	516d	8fd1ed	7aec	e7abac	7aec	00007aec
3446	516e	8fd1ee	7af1	e7abb1	7af1	00007af1
3447	516f	8fd1ef	7af4	e7abb4	7af4	00007af4
3448	5170	8fd1f0	7afb	e7abbb	7afb	00007afb
3449	5171	8fd1f1	7afd	e7abbd	7afd	00007afd
3450	5172	8fd1f2	7afe	e7abbe	7afe	00007afe
3451	5173	8fd1f3	7b07	e7ac87	7b07	00007b07
3452	5174	8fd1f4	7b14	e7ac94	7b14	00007b14
3453	5175	8fd1f5	7b1f	e7ac9f	7b1f	00007b1f
3454	5176	8fd1f6	7b23	e7aca3	7b23	00007b23
3455	5177	8fd1f7	7b27	e7aca7	7b27	00007b27
3456	5178	8fd1f8	7b29	e7aca9	7b29	00007b29
3457	5179	8fd1f9	7b2a	e7acaa	7b2a	00007b2a
3458	517a	8fd1fa	7b2b	e7acab	7b2b	00007b2b
3459	517b	8fd1fb	7b2d	e7acad	7b2d	00007b2d
3460	517c	8fd1fc	7b2e	e7acae	7b2e	00007b2e
3461	517d	8fd1fd	7b2f	e7acaf	7b2f	00007b2f
3462	517e	8fd1fe	7b30	e7acb0	7b30	00007b30
3463	5221	8fd2a1	7b31	e7acb1	7b31	00007b31
3464	5222	8fd2a2	7b34	e7acb4	7b34	00007b34
3465	5223	8fd2a3	7b3d	e7acbd	7b3d	00007b3d
3466	5224	8fd2a4	7b3f	e7acbf	7b3f	00007b3f
3467	5225	8fd2a5	7b40	e7ad80	7b40	00007b40
3468	5226	8fd2a6	7b41	e7ad81	7b41	00007b41
3469	5227	8fd2a7	7b47	e7ad87	7b47	00007b47
3470	5228	8fd2a8	7b4e	e7ad8e	7b4e	00007b4e
3471	5229	8fd2a9	7b55	e7ad95	7b55	00007b55
3472	522a	8fd2aa	7b60	e7ada0	7b60	00007b60
3473	522b	8fd2ab	7b64	e7ada4	7b64	00007b64
3474	522c	8fd2ac	7b66	e7ada6	7b66	00007b66
3475	522d	8fd2ad	7b69	e7ada9	7b69	00007b69
3476	522e	8fd2ae	7b6a	e7adaa	7b6a	00007b6a
3477	522f	8fd2af	7b6d	e7adad	7b6d	00007b6d
3478	5230	8fd2b0	7b6f	e7adaf	7b6f	00007b6f
3479	5231	8fd2b1	7b72	e7adb2	7b72	00007b72
3480	5232	8fd2b2	7b73	e7adb3	7b73	00007b73
3481	5233	8fd2b3	7b77	e7adb7	7b77	00007b77
3482	5234	8fd2b4	7b84	e7ae84	7b84	00007b84
3483	5235	8fd2b5	7b89	e7ae89	7b89	00007b89
3484	5236	8fd2b6	7b8e	e7ae8e	7b8e	00007b8e
3485	5237	8fd2b7	7b90	e7ae90	7b90	00007b90
3486	5238	8fd2b8	7b91	e7ae91	7b91	00007b91
3487	5239	8fd2b9	7b96	e7ae96	7b96	00007b96
3488	523a	8fd2ba	7b9b	e7ae9b	7b9b	00007b9b
3489	523b	8fd2bb	7b9e	e7ae9e	7b9e	00007b9e
3490	523c	8fd2bc	7ba0	e7aea0	7ba0	00007ba0
3491	523d	8fd2bd	7ba5	e7aea5	7ba5	00007ba5
3492	523e	8fd2be	7bac	e7aeac	7bac	00007bac
3493	523f	8fd2bf	7baf	e7aeaf	7baf	00007baf
3494	5240	8fd2c0	7bb0	e7aeb0	7bb0	00007bb0
3495	5241	8fd2c1	7bb2	e7aeb2	7bb2	00007bb2
3496	5242	8fd2c2	7bb5	e7aeb5	7bb5	00007bb5
3497	5243	8fd2c3	7bb6	e7aeb6	7bb6	00007bb6
3498	5244	8fd2c4	7bba	e7aeba	7bba	00007bba
3499	5245	8fd2c5	7bbb	e7aebb	7bbb	00007bbb
3500	5246	8fd2c6	7bbc	e7aebc	7bbc	00007bbc
3501	5247	8fd2c7	7bbd	e7aebd	7bbd	00007bbd
3502	5248	8fd2c8	7bc2	e7af82	7bc2	00007bc2
3503	5249	8fd2c9	7bc5	e7af85	7bc5	00007bc5
3504	524a	8fd2ca	7bc8	e7af88	7bc8	00007bc8
3505	524b	8fd2cb	7bca	e7af8a	7bca	00007bca
3506	524c	8fd2cc	7bd4	e7af94	7bd4	00007bd4
3507	524d	8fd2cd	7bd6	e7af96	7bd6	00007bd6
3508	524e	8fd2ce	7bd7	e7af97	7bd7	00007bd7
3509	524f	8fd2cf	7bd9	e7af99	7bd9	00007bd9
3510	5250	8fd2d0	7bda	e7af9a	7bda	00007bda
3511	5251	8fd2d1	7bdb	e7af9b	7bdb	00007bdb
3512	5252	8fd2d2	7be8	e7afa8	7be8	00007be8
3513	5253	8fd2d3	7bea	e7afaa	7bea	00007bea
3514	5254	8fd2d4	7bf2	e7afb2	7bf2	00007bf2
3515	5255	8fd2d5	7bf4	e7afb4	7bf4	00007bf4
3516	5256	8fd2d6	7bf5	e7afb5	7bf5	00007bf5
3517	5257	8fd2d7	7bf8	e7afb8	7bf8	00007bf8
3518	5258	8fd2d8	7bf9	e7afb9	7bf9	00007bf9
3519	5259	8fd2d9	7bfa	e7afba	7bfa	00007bfa
3520	525a	8fd2da	7bfc	e7afbc	7bfc	00007bfc
3521	525b	8fd2db	7bfe	e7afbe	7bfe	00007bfe
3522	525c	8fd2dc	7c01	e7b081	7c01	00007c01
3523	525d	8fd2dd	7c02	e7b082	7c02	00007c02
3524	525e	8fd2de	7c03	e7b083	7c03	00007c03
3525	525f	8fd2df	7c04	e7b084	7c04	00007c04
3526	5260	8fd2e0	7c06	e7b086	7c06	00007c06
3527	5261	8fd2e1	7c09	e7b089	7c09	00007c09
3528	5262	8fd2e2	7c0b	e7b08b	7c0b	00007c0b
3529	5263	8fd2e3	7c0c	e7b08c	7c0c	00007c0c
3530	5264	8fd2e4	7c0e	e7b08e	7c0e	00007c0e
3531	5265	8fd2e5	7c0f	e7b08f	7c0f	00007c0f
3532	5266	8fd2e6	7c19	e7b099	7c19	00007c19
3533	5267	8fd2e7	7c1b	e7b09b	7c1b	00007c1b
3534	5268	8fd2e8	7c20	e7b0a0	7c20	00007c20
3535	5269	8fd2e9	7c25	e7b0a5	7c25	00007c25
3536	526a	8fd2ea	7c26	e7b0a6	7c26	00007c26
3537	526b	8fd2eb	7c28	e7b0a8	7c28	00007c28
3538	526c	8fd2ec	7c2c	e7b0ac	7c2c	00007c2c
3539	526d	8fd2ed	7c31	e7b0b1	7c31	00007c31
3540	526e	8fd2ee	7c33	e7b0b3	7c33	00007c33
3541	526f	8fd2ef	7c34	e7b0b4	7c34	00007c34
3542	5270	8fd2f0	7c36	e7b0b6	7c36	00007c36
3543	5271	8fd2f1	7c39	e7b0b9	7c39	00007c39
3544	5272	8fd2f2	7c3a	e7b0ba	7c3a	00007c3a
3545	5273	8fd2f3	7c46	e7b186	7c46	00007c46
3546	5274	8fd2f4	7c4a	e7b18a	7c4a	00007c4a
3547	5275	8fd2f5	7c55	e7b195	7c55	00007c55
3548	5276	8fd2f6	7c51	e7b191	7c51	00007c51
3549	5277	8fd2f7	7c52	e7b192	7c52	00007c52
3550	5278	8fd2f8	7c53	e7b193	7c53	00007c53
3551	5279	8fd2f9	7c59	e7b199	7c59	00007c59
3552	527a	8fd2fa	7c5a	e7b19a	7c5a	00007c5a
3553	527b	8fd2fb	7c5b	e7b19b	7c5b	00007c5b
3554	527c	8fd2fc	7c5c	e7b19c	7c5c	00007c5c
3555	527d	8fd2fd	7c5d	e7b19d	7c5d	00007c5d
