# JIS X 0212-1990 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 5, 2004
#
# Because Adobe-Japan1-6 obsoletes Adobe-Japan2-0, the correspondence
# between the two character collections is provided.
#
# Adobe-Japan1-6 CIDs in parentheses are those that are considered the
# prototypical glyphs from the JIS X 0212-1990 standard. In the case
# of kanji, they are made accessible through the OpenType 'hojo' GSUB
# feature.
#
KuTen	2022JP	EUCJP	Unicode	Adobe-Japan1-6	Adobe-Japan2-0
4513	0x4D2D	0x8FCDAD	U+753D	18125	3005
4514	0x4D2E	0x8FCDAE	U+753E	18126	3006
4515	0x4D2F	0x8FCDAF	U+753F	19551	3007
4516	0x4D30	0x8FCDB0	U+7540	18127	3008
4517	0x4D31	0x8FCDB1	U+7543	22018	3009
4518	0x4D32	0x8FCDB2	U+7547	22019	3010
4519	0x4D33	0x8FCDB3	U+7548	18128	3011
4520	0x4D34	0x8FCDB4	U+754E	14844	3012
4521	0x4D35	0x8FCDB5	U+7550	18129	3013
4522	0x4D36	0x8FCDB6	U+7552	18130	3014
4523	0x4D37	0x8FCDB7	U+7557	22020	3015
4524	0x4D38	0x8FCDB8	U+755E	19552	3016
4525	0x4D39	0x8FCDB9	U+755F	22021	3017
4526	0x4D3A	0x8FCDBA	U+7561	22022	3018
4527	0x4D3B	0x8FCDBB	U+756F	8565	3019
4528	0x4D3C	0x8FCDBC	U+7571	18132	3020
4529	0x4D3D	0x8FCDBD	U+7579	14845	3021
4530	0x4D3E	0x8FCDBE	U+757A	18133	3022
4531	0x4D3F	0x8FCDBF	U+757B	22023	3023
4532	0x4D40	0x8FCDC0	U+757C	22024	3024
4533	0x4D41	0x8FCDC1	U+757D	18134	3025
4534	0x4D42	0x8FCDC2	U+757E	18135	3026
4535	0x4D43	0x8FCDC3	U+7581	14846	3027
4536	0x4D44	0x8FCDC4	U+7585	22025	3028
4537	0x4D45	0x8FCDC5	U+7590	14847	3029
4538	0x4D46	0x8FCDC6	U+7592	14848	3030
4539	0x4D47	0x8FCDC7	U+7593	14849	3031
4540	0x4D48	0x8FCDC8	U+7595	22026	3032
4541	0x4D49	0x8FCDC9	U+7599	19553	3033
4542	0x4D4A	0x8FCDCA	U+759C	22027	3034
4543	0x4D4B	0x8FCDCB	U+75A2	18138	3035
4544	0x4D4C	0x8FCDCC	U+75A4	19554	3036
4545	0x4D4D	0x8FCDCD	U+75B4	14850	3037
4546	0x4D4E	0x8FCDCE	U+75BA	22028	3038
4547	0x4D4F	0x8FCDCF	U+75BF	18142	3039
4548	0x4D50	0x8FCDD0	U+75C0	18143	3040
4549	0x4D51	0x8FCDD1	U+75C1	19555	3041
4550	0x4D52	0x8FCDD2	U+75C4	19556	3042
4551	0x4D53	0x8FCDD3	U+75C6	18144	3043
4552	0x4D54	0x8FCDD4	U+75CC	19557	3044
4553	0x4D55	0x8FCDD5	U+75CE	16985	3045
4554	0x4D56	0x8FCDD6	U+75CF	18145	3046
4555	0x4D57	0x8FCDD7	U+75D7	19558	3047
4556	0x4D58	0x8FCDD8	U+75DC	19559	3048
4557	0x4D59	0x8FCDD9	U+75DF	18148	3049
4558	0x4D5A	0x8FCDDA	U+75E0	18149	3050
4559	0x4D5B	0x8FCDDB	U+75E1	19560	3051
4560	0x4D5C	0x8FCDDC	U+75E4	14851	3052
4561	0x4D5D	0x8FCDDD	U+75E7	18150	3053
4562	0x4D5E	0x8FCDDE	U+75EC	14162	3054
4563	0x4D5F	0x8FCDDF	U+75EE	18151	3055
4564	0x4D60	0x8FCDE0	U+75EF	19561	3056
4565	0x4D61	0x8FCDE1	U+75F1	18152	3057
4566	0x4D62	0x8FCDE2	U+75F9	14852	3058
4567	0x4D63	0x8FCDE3	U+7600	14853	3059
4568	0x4D64	0x8FCDE4	U+7602	16986	3060
4569	0x4D65	0x8FCDE5	U+7603	18153	3061
4570	0x4D66	0x8FCDE6	U+7604	19562	3062
4571	0x4D67	0x8FCDE7	U+7607	18155	3063
4572	0x4D68	0x8FCDE8	U+7608	16987 (20177)	3064
4573	0x4D69	0x8FCDE9	U+760A	14854	3065
4574	0x4D6A	0x8FCDEA	U+760C	19563	3066
4575	0x4D6B	0x8FCDEB	U+760F	18156	3067
4576	0x4D6C	0x8FCDEC	U+7612	22029	3068
4577	0x4D6D	0x8FCDED	U+7613	18159	3069
4578	0x4D6E	0x8FCDEE	U+7615	14855	3070
4579	0x4D6F	0x8FCDEF	U+7616	14856	3071
4580	0x4D70	0x8FCDF0	U+7619	14857	3072
4581	0x4D71	0x8FCDF1	U+761B	18160	3073
4582	0x4D72	0x8FCDF2	U+761C	18161	3074
4583	0x4D73	0x8FCDF3	U+761D	19564	3075
4584	0x4D74	0x8FCDF4	U+761E	14858	3076
4585	0x4D75	0x8FCDF5	U+7623	22030	3077
4586	0x4D76	0x8FCDF6	U+7625	18163	3078
4587	0x4D77	0x8FCDF7	U+7626	13893 (7725)	3079
4588	0x4D78	0x8FCDF8	U+7629	22031	3080
4589	0x4D79	0x8FCDF9	U+762D	14859	3081
4590	0x4D7A	0x8FCDFA	U+7632	19565	3082
4591	0x4D7B	0x8FCDFB	U+7633	18166	3083
4592	0x4D7C	0x8FCDFC	U+7635	14860	3084
4593	0x4D7D	0x8FCDFD	U+7638	19566	3085
4594	0x4D7E	0x8FCDFE	U+7639	22032	3086
4601	0x4E21	0x8FCEA1	U+763A	22033	3087
4602	0x4E22	0x8FCEA2	U+763C	18165	3088
4603	0x4E23	0x8FCEA3	U+764A	19568	3089
4604	0x4E24	0x8FCEA4	U+7640	22034	3090
4605	0x4E25	0x8FCEA5	U+7641	18169	3091
4606	0x4E26	0x8FCEA6	U+7643	14861	3092
4607	0x4E27	0x8FCEA7	U+7644	22035	3093
4608	0x4E28	0x8FCEA8	U+7645	19567	3094
4609	0x4E29	0x8FCEA9	U+7649	18171	3095
4610	0x4E2A	0x8FCEAA	U+764B	14862	3096
4611	0x4E2B	0x8FCEAB	U+7655	18172	3097
4612	0x4E2C	0x8FCEAC	U+7659	22036	3098
4613	0x4E2D	0x8FCEAD	U+765F	19569	3099
4614	0x4E2E	0x8FCEAE	U+7664	16988	3100
4615	0x4E2F	0x8FCEAF	U+7665	14863	3101
4616	0x4E30	0x8FCEB0	U+766D	14864	3102
4617	0x4E31	0x8FCEB1	U+766E	18174	3103
4618	0x4E32	0x8FCEB2	U+766F	14865	3104
4619	0x4E33	0x8FCEB3	U+7671	14866	3105
4620	0x4E34	0x8FCEB4	U+7674	14867	3106
4621	0x4E35	0x8FCEB5	U+7681	16989	3107
4622	0x4E36	0x8FCEB6	U+7685	22037	3108
4623	0x4E37	0x8FCEB7	U+768C	22038	3109
4624	0x4E38	0x8FCEB8	U+768D	22039	3110
4625	0x4E39	0x8FCEB9	U+7695	18175	3111
4626	0x4E3A	0x8FCEBA	U+769B	8569	3112
4627	0x4E3B	0x8FCEBB	U+769C	8567	3113
4628	0x4E3C	0x8FCEBC	U+769D	16990	3114
4629	0x4E3D	0x8FCEBD	U+769F	22040	3115
4630	0x4E3E	0x8FCEBE	U+76A0	18177	3116
4631	0x4E3F	0x8FCEBF	U+76A2	22041	3117
4632	0x4E40	0x8FCEC0	U+76A3	22042	3118
4633	0x4E41	0x8FCEC1	U+76A4	14868	3119
4634	0x4E42	0x8FCEC2	U+76A5	14869	3120
4635	0x4E43	0x8FCEC3	U+76A6	8570	3121
4636	0x4E44	0x8FCEC4	U+76A7	18178	3122
4637	0x4E45	0x8FCEC5	U+76A8	18179	3123
4638	0x4E46	0x8FCEC6	U+76AA	16991	3124
4639	0x4E47	0x8FCEC7	U+76AD	19570	3125
4640	0x4E48	0x8FCEC8	U+76BD	19571	3126
4641	0x4E49	0x8FCEC9	U+76C1	22043	3127
4642	0x4E4A	0x8FCECA	U+76C5	14870	3128
4643	0x4E4B	0x8FCECB	U+76C9	18182	3129
4644	0x4E4C	0x8FCECC	U+76CB	22044	3130
4645	0x4E4D	0x8FCECD	U+76CC	14871	3131
4646	0x4E4E	0x8FCECE	U+76CE	16993	3132
4647	0x4E4F	0x8FCECF	U+76D4	16994 (22045)	3133
4648	0x4E50	0x8FCED0	U+76D9	19572	3134
4649	0x4E51	0x8FCED1	U+76E0	22046	3135
4650	0x4E52	0x8FCED2	U+76E6	16995	3136
4651	0x4E53	0x8FCED3	U+76E8	18184	3137
4652	0x4E54	0x8FCED4	U+76EC	14872	3138
4653	0x4E55	0x8FCED5	U+76F0	19574	3139
4654	0x4E56	0x8FCED6	U+76F1	16996	3140
4655	0x4E57	0x8FCED7	U+76F6	22047	3141
4656	0x4E58	0x8FCED8	U+76F9	19575	3142
4657	0x4E59	0x8FCED9	U+76FC	14873	3143
4658	0x4E5A	0x8FCEDA	U+7700	19576	3144
4659	0x4E5B	0x8FCEDB	U+7706	22048	3145
4660	0x4E5C	0x8FCEDC	U+770A	16997	3146
4661	0x4E5D	0x8FCEDD	U+770E	19577	3147
4662	0x4E5E	0x8FCEDE	U+7712	22049	3148
4663	0x4E5F	0x8FCEDF	U+7714	22050	3149
4664	0x4E60	0x8FCEE0	U+7715	22051	3150
4665	0x4E61	0x8FCEE1	U+7717	18186	3151
4666	0x4E62	0x8FCEE2	U+7719	16998	3152
4667	0x4E63	0x8FCEE3	U+771A	18187	3153
4668	0x4E64	0x8FCEE4	U+771C	22052	3154
4669	0x4E65	0x8FCEE5	U+7722	19578	3155
4670	0x4E66	0x8FCEE6	U+7728	19579	3156
4671	0x4E67	0x8FCEE7	U+772D	18188	3157
4672	0x4E68	0x8FCEE8	U+772E	22053	3158
4673	0x4E69	0x8FCEE9	U+772F	19580	3159
4674	0x4E6A	0x8FCEEA	U+7734	14874	3160
4675	0x4E6B	0x8FCEEB	U+7735	18189	3161
4676	0x4E6C	0x8FCEEC	U+7736	14875	3162
4677	0x4E6D	0x8FCEED	U+7739	19581	3163
4678	0x4E6E	0x8FCEEE	U+773D	22054	3164
4679	0x4E6F	0x8FCEEF	U+773E	19582	3165
4680	0x4E70	0x8FCEF0	U+7742	22055	3166
4681	0x4E71	0x8FCEF1	U+7745	19583	3167
4682	0x4E72	0x8FCEF2	U+7746	8572	3168
4683	0x4E73	0x8FCEF3	U+774A	19584	3169
4684	0x4E74	0x8FCEF4	U+774D	16999	3170
4685	0x4E75	0x8FCEF5	U+774E	17000	3171
4686	0x4E76	0x8FCEF6	U+774F	19585	3172
4687	0x4E77	0x8FCEF7	U+7752	22056	3173
4688	0x4E78	0x8FCEF8	U+7756	22057	3174
4689	0x4E79	0x8FCEF9	U+7757	22058	3175
4690	0x4E7A	0x8FCEFA	U+775C	14876	3176
4691	0x4E7B	0x8FCEFB	U+775E	19586	3177
4692	0x4E7C	0x8FCEFC	U+775F	14877	3178
4693	0x4E7D	0x8FCEFD	U+7760	14878	3179
4694	0x4E7E	0x8FCEFE	U+7762	7877	3180
4701	0x4F21	0x8FCFA1	U+7764	19587	3181
4702	0x4F22	0x8FCFA2	U+7767	19588	3182
4703	0x4F23	0x8FCFA3	U+776A	14165	3183
4704	0x4F24	0x8FCFA4	U+776C	19589	3184
4705	0x4F25	0x8FCFA5	U+7770	22059	3185
4706	0x4F26	0x8FCFA6	U+7772	14879	3186
4707	0x4F27	0x8FCFA7	U+7773	22060	3187
4708	0x4F28	0x8FCFA8	U+7774	22061	3188
4709	0x4F29	0x8FCFA9	U+777A	17001	3189
4710	0x4F2A	0x8FCFAA	U+777D	14880	3190
4711	0x4F2B	0x8FCFAB	U+7780	17002	3191
4712	0x4F2C	0x8FCFAC	U+7784	19590	3192
4713	0x4F2D	0x8FCFAD	U+778C	19591	3193
4714	0x4F2E	0x8FCFAE	U+778D	22062	3194
4715	0x4F2F	0x8FCFAF	U+7794	17003	3195
4716	0x4F30	0x8FCFB0	U+7795	14881	3196
4717	0x4F31	0x8FCFB1	U+7796	19593	3197
4718	0x4F32	0x8FCFB2	U+779A	18199	3198
4719	0x4F33	0x8FCFB3	U+779F	18200	3199
4720	0x4F34	0x8FCFB4	U+77A2	18201 (22063)	3200
4721	0x4F35	0x8FCFB5	U+77A7	19594	3201
4722	0x4F36	0x8FCFB6	U+77AA	14882	3202
4723	0x4F37	0x8FCFB7	U+77AE	22064	3203
4724	0x4F38	0x8FCFB8	U+77AF	19595	3204
4725	0x4F39	0x8FCFB9	U+77B1	22065	3205
4726	0x4F3A	0x8FCFBA	U+77B5	22066	3206
4727	0x4F3B	0x8FCFBB	U+77BE	19597	3207
4728	0x4F3C	0x8FCFBC	U+77C3	22067	3208
4729	0x4F3D	0x8FCFBD	U+77C9	19598	3209
4730	0x4F3E	0x8FCFBE	U+77D1	19599	3210
4731	0x4F3F	0x8FCFBF	U+77D2	22068	3211
4732	0x4F40	0x8FCFC0	U+77D5	22069	3212
4733	0x4F41	0x8FCFC1	U+77D9	19600	3213
4734	0x4F42	0x8FCFC2	U+77DE	18203	3214
4735	0x4F43	0x8FCFC3	U+77DF	18204	3215
4736	0x4F44	0x8FCFC4	U+77E0	17004	3216
4737	0x4F45	0x8FCFC5	U+77E4	18205	3217
4738	0x4F46	0x8FCFC6	U+77E6	14883	3218
4739	0x4F47	0x8FCFC7	U+77EA	18206	3219
4740	0x4F48	0x8FCFC8	U+77EC	18207	3220
4741	0x4F49	0x8FCFC9	U+77F0	14884	3221
4742	0x4F4A	0x8FCFCA	U+77F1	19601	3222
4743	0x4F4B	0x8FCFCB	U+77F4	14885	3223
4744	0x4F4C	0x8FCFCC	U+77F8	22070	3224
4745	0x4F4D	0x8FCFCD	U+77FB	18208	3225
4746	0x4F4E	0x8FCFCE	U+7805	18210	3226
4747	0x4F4F	0x8FCFCF	U+7806	14886	3227
4748	0x4F50	0x8FCFD0	U+7809	18211	3228
4749	0x4F51	0x8FCFD1	U+780D	18212	3229
4750	0x4F52	0x8FCFD2	U+780E	22071	3230
4751	0x4F53	0x8FCFD3	U+7811	22072	3231
4752	0x4F54	0x8FCFD4	U+781D	22073	3232
4753	0x4F55	0x8FCFD5	U+7821	8574	3233
4754	0x4F56	0x8FCFD6	U+7822	14887	3234
4755	0x4F57	0x8FCFD7	U+7823	22074	3235
4756	0x4F58	0x8FCFD8	U+782D	14888	3236
4757	0x4F59	0x8FCFD9	U+782E	14889	3237
4758	0x4F5A	0x8FCFDA	U+7830	14890	3238
4759	0x4F5B	0x8FCFDB	U+7835	14891	3239
4760	0x4F5C	0x8FCFDC	U+7837	19602	3240
4761	0x4F5D	0x8FCFDD	U+7843	17006	3241
4762	0x4F5E	0x8FCFDE	U+7844	22075	3242
4763	0x4F5F	0x8FCFDF	U+7847	18215	3243
4764	0x4F60	0x8FCFE0	U+7848	22076	3244
4765	0x4F61	0x8FCFE1	U+784C	22077	3245
4766	0x4F62	0x8FCFE2	U+784E	8575	3246
4767	0x4F63	0x8FCFE3	U+7852	22078	3247
4768	0x4F64	0x8FCFE4	U+785C	19603	3248
4769	0x4F65	0x8FCFE5	U+785E	22079	3249
4770	0x4F66	0x8FCFE6	U+7860	22080	3250
4771	0x4F67	0x8FCFE7	U+7861	22081	3251
4772	0x4F68	0x8FCFE8	U+7863	22082	3252
4773	0x4F69	0x8FCFE9	U+7864	8576	3253
4774	0x4F6A	0x8FCFEA	U+7868	14892	3254
4775	0x4F6B	0x8FCFEB	U+786A	18216	3255
4776	0x4F6C	0x8FCFEC	U+786E	17007	3256
4777	0x4F6D	0x8FCFED	U+787A	8577	3257
4778	0x4F6E	0x8FCFEE	U+787E	19604	3258
4779	0x4F6F	0x8FCFEF	U+788A	18218	3259
4780	0x4F70	0x8FCFF0	U+788F	22083	3260
4781	0x4F71	0x8FCFF1	U+7894	18219	3261
4782	0x4F72	0x8FCFF2	U+7898	19605	3262
4783	0x4F73	0x8FCFF3	U+78A1	19606	3263
4784	0x4F74	0x8FCFF4	U+789D	18221	3264
4785	0x4F75	0x8FCFF5	U+789E	14893	3265
4786	0x4F76	0x8FCFF6	U+789F	18222	3266
4787	0x4F77	0x8FCFF7	U+78A4	18220	3267
4788	0x4F78	0x8FCFF8	U+78A8	22084	3268
4789	0x4F79	0x8FCFF9	U+78AC	22085	3269
4790	0x4F7A	0x8FCFFA	U+78AD	17010	3270
4791	0x4F7B	0x8FCFFB	U+78B0	17008	3271
4792	0x4F7C	0x8FCFFC	U+78B1	19607	3272
4793	0x4F7D	0x8FCFFD	U+78B2	22086	3273
4794	0x4F7E	0x8FCFFE	U+78B3	19608	3274
4801	0x5021	0x8FD0A1	U+78BB	18223	3275
4802	0x5022	0x8FD0A2	U+78BD	22087	3276
4803	0x5023	0x8FD0A3	U+78BF	22088	3277
4804	0x5024	0x8FD0A4	U+78C7	22089	3278
4805	0x5025	0x8FD0A5	U+78C8	14894	3279
4806	0x5026	0x8FD0A6	U+78C9	19609	3280
4807	0x5027	0x8FD0A7	U+78CC	14895	3281
4808	0x5028	0x8FD0A8	U+78CE	14896	3282
4809	0x5029	0x8FD0A9	U+78D2	22090	3283
4810	0x502A	0x8FD0AA	U+78D3	19610	3284
4811	0x502B	0x8FD0AB	U+78D5	18224	3285
4812	0x502C	0x8FD0AC	U+78D6	22091	3286
4813	0x502D	0x8FD0AD	U+78E4	14897	3287
4814	0x502E	0x8FD0AE	U+78DB	22092	3288
4815	0x502F	0x8FD0AF	U+78DF	22093	3289
4816	0x5030	0x8FD0B0	U+78E0	14898	3290
4817	0x5031	0x8FD0B1	U+78E1	14899	3291
4818	0x5032	0x8FD0B2	U+78E6	18225	3292
4819	0x5033	0x8FD0B3	U+78EA	22094	3293
4820	0x5034	0x8FD0B4	U+78F2	14900	3294
4821	0x5035	0x8FD0B5	U+78F3	22095	3295
4822	0x5036	0x8FD0B6	U+7900	17011	3296
4823	0x5037	0x8FD0B7	U+78F6	22096	3297
4824	0x5038	0x8FD0B8	U+78F7	14901	3298
4825	0x5039	0x8FD0B9	U+78FA	18227	3299
4826	0x503A	0x8FD0BA	U+78FB	14902	3300
4827	0x503B	0x8FD0BB	U+78FF	22097	3301
4828	0x503C	0x8FD0BC	U+7906	22098	3302
4829	0x503D	0x8FD0BD	U+790C	19611	3303
4830	0x503E	0x8FD0BE	U+7910	18230	3304
4831	0x503F	0x8FD0BF	U+791A	22099	3305
4832	0x5040	0x8FD0C0	U+791C	17012	3306
4833	0x5041	0x8FD0C1	U+791E	22100	3307
4834	0x5042	0x8FD0C2	U+791F	19612	3308
4835	0x5043	0x8FD0C3	U+7920	22101	3309
4836	0x5044	0x8FD0C4	U+7925	18232	3310
4837	0x5045	0x8FD0C5	U+7927	19613	3311
4838	0x5046	0x8FD0C6	U+7929	22102	3312
4839	0x5047	0x8FD0C7	U+792D	22103	3313
4840	0x5048	0x8FD0C8	U+7931	14903	3314
4841	0x5049	0x8FD0C9	U+7934	17014 (14904)	3315
4842	0x504A	0x8FD0CA	U+7935	22104	3316
4843	0x504B	0x8FD0CB	U+793B	14905	3317
4844	0x504C	0x8FD0CC	U+793D	14906	3318
4845	0x504D	0x8FD0CD	U+793F	19615	3319
4846	0x504E	0x8FD0CE	U+7944	22105	3320
4847	0x504F	0x8FD0CF	U+7945	14907	3321
4848	0x5050	0x8FD0D0	U+7946	17015	3322
4849	0x5051	0x8FD0D1	U+794A	18233	3323
4850	0x5052	0x8FD0D2	U+794B	22106	3324
4851	0x5053	0x8FD0D3	U+794F	22107	3325
4852	0x5054	0x8FD0D4	U+7951	22108	3326
4853	0x5055	0x8FD0D5	U+7954	19617	3327
4854	0x5056	0x8FD0D6	U+7958	18234	3328
4855	0x5057	0x8FD0D7	U+795B	14908	3329
4856	0x5058	0x8FD0D8	U+795C	14909	3330
4857	0x5059	0x8FD0D9	U+7967	18236	3331
4858	0x505A	0x8FD0DA	U+7969	22109	3332
4859	0x505B	0x8FD0DB	U+796B	19618	3333
4860	0x505C	0x8FD0DC	U+7972	18237	3334
4861	0x505D	0x8FD0DD	U+7979	17016	3335
4862	0x505E	0x8FD0DE	U+797B	22110	3336
4863	0x505F	0x8FD0DF	U+797C	19619	3337
4864	0x5060	0x8FD0E0	U+797E	22111	3338
4865	0x5061	0x8FD0E1	U+798B	14910	3339
4866	0x5062	0x8FD0E2	U+798C	22112	3340
4867	0x5063	0x8FD0E3	U+7991	22113	3341
4868	0x5064	0x8FD0E4	U+7993	22114	3342
4869	0x5065	0x8FD0E5	U+7994	8582	3343
4870	0x5066	0x8FD0E6	U+7995	18238	3344
4871	0x5067	0x8FD0E7	U+7996	14911	3345
4872	0x5068	0x8FD0E8	U+7998	14912	3346
4873	0x5069	0x8FD0E9	U+799B	8584	3347
4874	0x506A	0x8FD0EA	U+799C	22115	3348
4875	0x506B	0x8FD0EB	U+79A1	18239	3349
4876	0x506C	0x8FD0EC	U+79A8	22116	3350
4877	0x506D	0x8FD0ED	U+79A9	18240	3351
4878	0x506E	0x8FD0EE	U+79AB	19620	3352
4879	0x506F	0x8FD0EF	U+79AF	22117	3353
4880	0x5070	0x8FD0F0	U+79B1	7758	3354
4881	0x5071	0x8FD0F1	U+79B4	18241	3355
4882	0x5072	0x8FD0F2	U+79B8	14913	3356
4883	0x5073	0x8FD0F3	U+79BB	14914	3357
4884	0x5074	0x8FD0F4	U+79C2	18242	3358
4885	0x5075	0x8FD0F5	U+79C4	19621	3359
4886	0x5076	0x8FD0F6	U+79C7	18243	3360
4887	0x5077	0x8FD0F7	U+79C8	17017	3361
4888	0x5078	0x8FD0F8	U+79CA	14915	3362
4889	0x5079	0x8FD0F9	U+79CF	22118	3363
4890	0x507A	0x8FD0FA	U+79D4	17019	3364
4891	0x507B	0x8FD0FB	U+79D6	18246	3365
4892	0x507C	0x8FD0FC	U+79DA	14916	3366
4893	0x507D	0x8FD0FD	U+79DD	22119	3367
4894	0x507E	0x8FD0FE	U+79DE	17020	3368
4901	0x5121	0x8FD1A1	U+79E0	22120	3369
4902	0x5122	0x8FD1A2	U+79E2	22121	3370
4903	0x5123	0x8FD1A3	U+79E5	22122	3371
4904	0x5124	0x8FD1A4	U+79EA	19622	3372
4905	0x5125	0x8FD1A5	U+79EB	17021	3373
4906	0x5126	0x8FD1A6	U+79ED	17022	3374
4907	0x5127	0x8FD1A7	U+79F1	22123	3375
4908	0x5128	0x8FD1A8	U+79F8	22124	3376
4909	0x5129	0x8FD1A9	U+79FC	22125	3377
4910	0x512A	0x8FD1AA	U+7A02	19623	3378
4911	0x512B	0x8FD1AB	U+7A03	14917	3379
4912	0x512C	0x8FD1AC	U+7A07	22126	3380
4913	0x512D	0x8FD1AD	U+7A09	14918	3381
4914	0x512E	0x8FD1AE	U+7A0A	18251	3382
4915	0x512F	0x8FD1AF	U+7A0C	19624	3383
4916	0x5130	0x8FD1B0	U+7A11	14919	3384
4917	0x5131	0x8FD1B1	U+7A15	18252	3385
4918	0x5132	0x8FD1B2	U+7A1B	18253	3386
4919	0x5133	0x8FD1B3	U+7A1E	14920	3387
4920	0x5134	0x8FD1B4	U+7A21	22127	3388
4921	0x5135	0x8FD1B5	U+7A27	22128	3389
4922	0x5136	0x8FD1B6	U+7A2B	22129	3390
4923	0x5137	0x8FD1B7	U+7A2D	14921	3391
4924	0x5138	0x8FD1B8	U+7A2F	22130	3392
4925	0x5139	0x8FD1B9	U+7A30	19625	3393
4926	0x513A	0x8FD1BA	U+7A34	22131	3394
4927	0x513B	0x8FD1BB	U+7A35	22132	3395
4928	0x513C	0x8FD1BC	U+7A38	18255	3396
4929	0x513D	0x8FD1BD	U+7A39	14922	3397
4930	0x513E	0x8FD1BE	U+7A3A	19626	3398
4931	0x513F	0x8FD1BF	U+7A44	19627	3399
4932	0x5140	0x8FD1C0	U+7A45	14923	3400
4933	0x5141	0x8FD1C1	U+7A47	18256	3401
4934	0x5142	0x8FD1C2	U+7A48	22133	3402
4935	0x5143	0x8FD1C3	U+7A4C	14924	3403
4936	0x5144	0x8FD1C4	U+7A55	22134	3404
4937	0x5145	0x8FD1C5	U+7A56	18257	3405
4938	0x5146	0x8FD1C6	U+7A59	18258	3406
4939	0x5147	0x8FD1C7	U+7A5C	18259	3407
4940	0x5148	0x8FD1C8	U+7A5D	14925	3408
4941	0x5149	0x8FD1C9	U+7A5F	18260	3409
4942	0x514A	0x8FD1CA	U+7A60	20310	3410
4943	0x514B	0x8FD1CB	U+7A65	22135	3411
4944	0x514C	0x8FD1CC	U+7A67	18261	3412
4945	0x514D	0x8FD1CD	U+7A6A	18262	3413
4946	0x514E	0x8FD1CE	U+7A6D	14927	3414
4947	0x514F	0x8FD1CF	U+7A75	18263	3415
4948	0x5150	0x8FD1D0	U+7A78	14928	3416
4949	0x5151	0x8FD1D1	U+7A7E	22136	3417
4950	0x5152	0x8FD1D2	U+7A80	19628	3418
4951	0x5153	0x8FD1D3	U+7A82	18264	3419
4952	0x5154	0x8FD1D4	U+7A85	17023	3420
4953	0x5155	0x8FD1D5	U+7A86	19629	3421
4954	0x5156	0x8FD1D6	U+7A8A	18265	3422
4955	0x5157	0x8FD1D7	U+7A8B	22137	3423
4956	0x5158	0x8FD1D8	U+7A90	18266	3424
4957	0x5159	0x8FD1D9	U+7A91	22138	3425
4958	0x515A	0x8FD1DA	U+7A94	19630	3426
4959	0x515B	0x8FD1DB	U+7A9E	22139	3427
4960	0x515C	0x8FD1DC	U+7AA0	14929	3428
4961	0x515D	0x8FD1DD	U+7AA3	14930	3429
4962	0x515E	0x8FD1DE	U+7AAC	18267	3430
4963	0x515F	0x8FD1DF	U+7AB3	14931	3431
4964	0x5160	0x8FD1E0	U+7AB5	19631	3432
4965	0x5161	0x8FD1E1	U+7AB9	18270	3433
4966	0x5162	0x8FD1E2	U+7ABB	14932	3434
4967	0x5163	0x8FD1E3	U+7ABC	14933	3435
4968	0x5164	0x8FD1E4	U+7AC6	14934	3436
4969	0x5165	0x8FD1E5	U+7AC9	22140	3437
4970	0x5166	0x8FD1E6	U+7ACC	18273	3438
4971	0x5167	0x8FD1E7	U+7ACE	17025	3439
4972	0x5168	0x8FD1E8	U+7AD1	8585	3440
4973	0x5169	0x8FD1E9	U+7ADB	22141	3441
4974	0x516A	0x8FD1EA	U+7AE8	18274	3442
4975	0x516B	0x8FD1EB	U+7AE9	22142	3443
4976	0x516C	0x8FD1EC	U+7AEB	8588	3444
4977	0x516D	0x8FD1ED	U+7AEC	22143	3445
4978	0x516E	0x8FD1EE	U+7AF1	22144	3446
4979	0x516F	0x8FD1EF	U+7AF4	18275	3447
4980	0x5170	0x8FD1F0	U+7AFB	22145	3448
4981	0x5171	0x8FD1F1	U+7AFD	17026	3449
4982	0x5172	0x8FD1F2	U+7AFE	19633	3450
4983	0x5173	0x8FD1F3	U+7B07	14935	3451
4984	0x5174	0x8FD1F4	U+7B14	14936	3452
4985	0x5175	0x8FD1F5	U+7B1F	22146	3453
4986	0x5176	0x8FD1F6	U+7B23	22147	3454
4987	0x5177	0x8FD1F7	U+7B27	14937	3455
4988	0x5178	0x8FD1F8	U+7B29	22148	3456
4989	0x5179	0x8FD1F9	U+7B2A	18280	3457
4990	0x517A	0x8FD1FA	U+7B2B	19634	3458
4991	0x517B	0x8FD1FB	U+7B2D	17028	3459
4992	0x517C	0x8FD1FC	U+7B2E	18281	3460
4993	0x517D	0x8FD1FD	U+7B2F	18282	3461
4994	0x517E	0x8FD1FE	U+7B30	22149	3462
5001	0x5221	0x8FD2A1	U+7B31	14938	3463
5002	0x5222	0x8FD2A2	U+7B34	22150	3464
5003	0x5223	0x8FD2A3	U+7B3D	18279	3465
5004	0x5224	0x8FD2A4	U+7B3F	22151	3466
5005	0x5225	0x8FD2A5	U+7B40	22152	3467
5006	0x5226	0x8FD2A6	U+7B41	18286	3468
5007	0x5227	0x8FD2A7	U+7B47	14939	3469
5008	0x5228	0x8FD2A8	U+7B4E	14940	3470
