# JIS X 0208:1997 Database for Adobe-Japan1-6
# Based on UniJIS2004-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version January 29, 2007
#
# Adobe-Japan1-6 CIDs in brackets are those that were originally
# encoded in the UniJIS-UCS2-H CMap file, whose use has been
# deprecated for several years.
#
# Adobe-Japan1-6 CIDs in braces are those that represent the
# default glyphs when using the UniJIS-UTF{8,16,32}-H CMap files,
# which are considered JIS90-savvy.
#
KuTen	2022JP	SJIS	EUCJP	Unicode	Adobe-Japan1-6
1-5071	0x5267	0x99E5	0xD2E7	U+541D	4348
1-5072	0x5268	0x99E6	0xD2E8	U+544E	4349
1-5073	0x5269	0x99E7	0xD2E9	U+548F	4350
1-5074	0x526A	0x99E8	0xD2EA	U+5475	4351
1-5075	0x526B	0x99E9	0xD2EB	U+548E	4352
1-5076	0x526C	0x99EA	0xD2EC	U+545F	4353
1-5077	0x526D	0x99EB	0xD2ED	U+5471	4354
1-5078	0x526E	0x99EC	0xD2EE	U+5477	4355
1-5079	0x526F	0x99ED	0xD2EF	U+5470	4356
1-5080	0x5270	0x99EE	0xD2F0	U+5492	4357
1-5081	0x5271	0x99EF	0xD2F1	U+547B	4358
1-5082	0x5272	0x99F0	0xD2F2	U+5480	4359
1-5083	0x5273	0x99F1	0xD2F3	U+5476	4360
1-5084	0x5274	0x99F2	0xD2F4	U+5484	4361
1-5085	0x5275	0x99F3	0xD2F5	U+5490	4362
1-5086	0x5276	0x99F4	0xD2F6	U+5486	4363
1-5087	0x5277	0x99F5	0xD2F7	U+54C7	4364
1-5088	0x5278	0x99F6	0xD2F8	U+54A2	4365
1-5089	0x5279	0x99F7	0xD2F9	U+54B8	4366
1-5090	0x527A	0x99F8	0xD2FA	U+54A5	4367
1-5091	0x527B	0x99F9	0xD2FB	U+54AC	20277 {4368}
1-5092	0x527C	0x99FA	0xD2FC	U+54C4	4369
1-5093	0x527D	0x99FB	0xD2FD	U+54C8	4370
1-5094	0x527E	0x99FC	0xD2FE	U+54A8	4371
1-5101	0x5321	0x9A40	0xD3A1	U+54AB	4372
1-5102	0x5322	0x9A41	0xD3A2	U+54C2	4373
1-5103	0x5323	0x9A42	0xD3A3	U+54A4	4374
1-5104	0x5324	0x9A43	0xD3A4	U+54BE	4375
1-5105	0x5325	0x9A44	0xD3A5	U+54BC	4376
1-5106	0x5326	0x9A45	0xD3A6	U+54D8	4377
1-5107	0x5327	0x9A46	0xD3A7	U+54E5	4378
1-5108	0x5328	0x9A47	0xD3A8	U+54E6	4379
1-5109	0x5329	0x9A48	0xD3A9	U+550F	4380
1-5110	0x532A	0x9A49	0xD3AA	U+5514	4381
1-5111	0x532B	0x9A4A	0xD3AB	U+54FD	4382
1-5112	0x532C	0x9A4B	0xD3AC	U+54EE	4383
1-5113	0x532D	0x9A4C	0xD3AD	U+54ED	4384
1-5114	0x532E	0x9A4D	0xD3AE	U+54FA	4385
1-5115	0x532F	0x9A4E	0xD3AF	U+54E2	4386
1-5116	0x5330	0x9A4F	0xD3B0	U+5539	4387
1-5117	0x5331	0x9A50	0xD3B1	U+5540	4388
1-5118	0x5332	0x9A51	0xD3B2	U+5563	4389
1-5119	0x5333	0x9A52	0xD3B3	U+554C	4390
1-5120	0x5334	0x9A53	0xD3B4	U+552E	4391
1-5121	0x5335	0x9A54	0xD3B5	U+555C	4392
1-5122	0x5336	0x9A55	0xD3B6	U+5545	4393
1-5123	0x5337	0x9A56	0xD3B7	U+5556	4394
1-5124	0x5338	0x9A57	0xD3B8	U+5557	4395
1-5125	0x5339	0x9A58	0xD3B9	U+5538	4396
1-5126	0x533A	0x9A59	0xD3BA	U+5533	4397
1-5127	0x533B	0x9A5A	0xD3BB	U+555D	4398
1-5128	0x533C	0x9A5B	0xD3BC	U+5599	4399
1-5129	0x533D	0x9A5C	0xD3BD	U+5580	4400
1-5130	0x533E	0x9A5D	0xD3BE	U+54AF	4401
1-5131	0x533F	0x9A5E	0xD3BF	U+558A	4402
1-5132	0x5340	0x9A5F	0xD3C0	U+559F	4403
1-5133	0x5341	0x9A60	0xD3C1	U+557B	4404
1-5134	0x5342	0x9A61	0xD3C2	U+557E	4405
1-5135	0x5343	0x9A62	0xD3C3	U+5598	4406
1-5136	0x5344	0x9A63	0xD3C4	U+559E	4407
1-5137	0x5345	0x9A64	0xD3C5	U+55AE	4408
1-5138	0x5346	0x9A65	0xD3C6	U+557C	4409
1-5139	0x5347	0x9A66	0xD3C7	U+5583	4410
1-5140	0x5348	0x9A67	0xD3C8	U+55A9	4411
1-5141	0x5349	0x9A68	0xD3C9	U+5587	4412
1-5142	0x534A	0x9A69	0xD3CA	U+55A8	4413
1-5143	0x534B	0x9A6A	0xD3CB	U+55DA	4414
1-5144	0x534C	0x9A6B	0xD3CC	U+55C5	4415
1-5145	0x534D	0x9A6C	0xD3CD	U+55DF	4416
1-5146	0x534E	0x9A6D	0xD3CE	U+55C4	4417
1-5147	0x534F	0x9A6E	0xD3CF	U+55DC	4418
1-5148	0x5350	0x9A6F	0xD3D0	U+55E4	4419
1-5149	0x5351	0x9A70	0xD3D1	U+55D4	4420
1-5150	0x5352	0x9A71	0xD3D2	U+5614	4421
1-5151	0x5353	0x9A72	0xD3D3	U+55F7	4422
1-5152	0x5354	0x9A73	0xD3D4	U+5616	4423
1-5153	0x5355	0x9A74	0xD3D5	U+55FE	4424
1-5154	0x5356	0x9A75	0xD3D6	U+55FD	4425
1-5155	0x5357	0x9A76	0xD3D7	U+561B	4426
1-5156	0x5358	0x9A77	0xD3D8	U+55F9	4427
1-5157	0x5359	0x9A78	0xD3D9	U+564E	4428
1-5158	0x535A	0x9A79	0xD3DA	U+5650	4429
1-5159	0x535B	0x9A7A	0xD3DB	U+71DF	4430
1-5160	0x535C	0x9A7B	0xD3DC	U+5634	4431
1-5161	0x535D	0x9A7C	0xD3DD	U+5636	4432
1-5162	0x535E	0x9A7D	0xD3DE	U+5632	7821 {4433}
1-5163	0x535F	0x9A7E	0xD3DF	U+5638	4434
1-5164	0x5360	0x9A80	0xD3E0	U+566B	4435
1-5165	0x5361	0x9A81	0xD3E1	U+5664	4436
1-5166	0x5362	0x9A82	0xD3E2	U+562F	4437
1-5167	0x5363	0x9A83	0xD3E3	U+566C	4438
1-5168	0x5364	0x9A84	0xD3E4	U+566A	4439
1-5169	0x5365	0x9A85	0xD3E5	U+5686	4440
1-5170	0x5366	0x9A86	0xD3E6	U+5680	4441
1-5171	0x5367	0x9A87	0xD3E7	U+568A	4442
1-5172	0x5368	0x9A88	0xD3E8	U+56A0	4443
1-5173	0x5369	0x9A89	0xD3E9	U+5694	4444
1-5174	0x536A	0x9A8A	0xD3EA	U+568F	4445
1-5175	0x536B	0x9A8B	0xD3EB	U+56A5	4446
1-5176	0x536C	0x9A8C	0xD3EC	U+56AE	4447
1-5177	0x536D	0x9A8D	0xD3ED	U+56B6	4448
1-5178	0x536E	0x9A8E	0xD3EE	U+56B4	4449
1-5179	0x536F	0x9A8F	0xD3EF	U+56C2	4450
1-5180	0x5370	0x9A90	0xD3F0	U+56BC	4451
1-5181	0x5371	0x9A91	0xD3F1	U+56C1	4452
1-5182	0x5372	0x9A92	0xD3F2	U+56C3	4453
1-5183	0x5373	0x9A93	0xD3F3	U+56C0	14116 {4454}
1-5184	0x5374	0x9A94	0xD3F4	U+56C8	4455
1-5185	0x5375	0x9A95	0xD3F5	U+56CE	4456
1-5186	0x5376	0x9A96	0xD3F6	U+56D1	4457
1-5187	0x5377	0x9A97	0xD3F7	U+56D3	4458
1-5188	0x5378	0x9A98	0xD3F8	U+56D7	4459
1-5189	0x5379	0x9A99	0xD3F9	U+56EE	4460
1-5190	0x537A	0x9A9A	0xD3FA	U+56F9	4461
1-5191	0x537B	0x9A9B	0xD3FB	U+5700	4462
1-5192	0x537C	0x9A9C	0xD3FC	U+56FF	4463
1-5193	0x537D	0x9A9D	0xD3FD	U+5704	4464
1-5194	0x537E	0x9A9E	0xD3FE	U+5709	4465
1-5201	0x5421	0x9A9F	0xD4A1	U+5708	4466
1-5202	0x5422	0x9AA0	0xD4A2	U+570B	4467
1-5203	0x5423	0x9AA1	0xD4A3	U+570D	4468
1-5204	0x5424	0x9AA2	0xD4A4	U+5713	4469
1-5205	0x5425	0x9AA3	0xD4A5	U+5718	4470
1-5206	0x5426	0x9AA4	0xD4A6	U+5716	4471
1-5207	0x5427	0x9AA5	0xD4A7	U+55C7	4472
1-5208	0x5428	0x9AA6	0xD4A8	U+571C	4473
1-5209	0x5429	0x9AA7	0xD4A9	U+5726	4474
1-5210	0x542A	0x9AA8	0xD4AA	U+5737	4475
1-5211	0x542B	0x9AA9	0xD4AB	U+5738	4476
1-5212	0x542C	0x9AAA	0xD4AC	U+574E	4477
1-5213	0x542D	0x9AAB	0xD4AD	U+573B	4478
1-5214	0x542E	0x9AAC	0xD4AE	U+5740	4479
1-5215	0x542F	0x9AAD	0xD4AF	U+574F	4480
1-5216	0x5430	0x9AAE	0xD4B0	U+5769	4481
1-5217	0x5431	0x9AAF	0xD4B1	U+57C0	4482
1-5218	0x5432	0x9AB0	0xD4B2	U+5788	4483
1-5219	0x5433	0x9AB1	0xD4B3	U+5761	4484
1-5220	0x5434	0x9AB2	0xD4B4	U+577F	4485
1-5221	0x5435	0x9AB3	0xD4B5	U+5789	4486
1-5222	0x5436	0x9AB4	0xD4B6	U+5793	4487
1-5223	0x5437	0x9AB5	0xD4B7	U+57A0	4488
1-5224	0x5438	0x9AB6	0xD4B8	U+57B3	4489
1-5225	0x5439	0x9AB7	0xD4B9	U+57A4	4490
1-5226	0x543A	0x9AB8	0xD4BA	U+57AA	4491
1-5227	0x543B	0x9AB9	0xD4BB	U+57B0	4492
1-5228	0x543C	0x9ABA	0xD4BC	U+57C3	4493
1-5229	0x543D	0x9ABB	0xD4BD	U+57C6	4494
1-5230	0x543E	0x9ABC	0xD4BE	U+57D4	4495
1-5231	0x543F	0x9ABD	0xD4BF	U+57D2	4496
1-5232	0x5440	0x9ABE	0xD4C0	U+57D3	4497
1-5233	0x5441	0x9ABF	0xD4C1	U+580A	4498
1-5234	0x5442	0x9AC0	0xD4C2	U+57D6	4499
1-5235	0x5443	0x9AC1	0xD4C3	U+57E3	4500
1-5236	0x5444	0x9AC2	0xD4C4	U+580B	4501
1-5237	0x5445	0x9AC3	0xD4C5	U+5819	4502
1-5238	0x5446	0x9AC4	0xD4C6	U+581D	4503
1-5239	0x5447	0x9AC5	0xD4C7	U+5872	4504
1-5240	0x5448	0x9AC6	0xD4C8	U+5821	4505
1-5241	0x5449	0x9AC7	0xD4C9	U+5862	4506
1-5242	0x544A	0x9AC8	0xD4CA	U+584B	4507
1-5243	0x544B	0x9AC9	0xD4CB	U+5870	4508
1-5244	0x544C	0x9ACA	0xD4CC	U+6BC0	4509
1-5245	0x544D	0x9ACB	0xD4CD	U+5852	4510
1-5246	0x544E	0x9ACC	0xD4CE	U+583D	4511
1-5247	0x544F	0x9ACD	0xD4CF	U+5879	4512
1-5248	0x5450	0x9ACE	0xD4D0	U+5885	4513
1-5249	0x5451	0x9ACF	0xD4D1	U+58B9	4514
1-5250	0x5452	0x9AD0	0xD4D2	U+589F	4515
1-5251	0x5453	0x9AD1	0xD4D3	U+58AB	4516
1-5252	0x5454	0x9AD2	0xD4D4	U+58BA	4517
1-5253	0x5455	0x9AD3	0xD4D5	U+58DE	4518
1-5254	0x5456	0x9AD4	0xD4D6	U+58BB	4519
1-5255	0x5457	0x9AD5	0xD4D7	U+58B8	4520
1-5256	0x5458	0x9AD6	0xD4D8	U+58AE	4521
1-5257	0x5459	0x9AD7	0xD4D9	U+58C5	4522
1-5258	0x545A	0x9AD8	0xD4DA	U+58D3	4523
1-5259	0x545B	0x9AD9	0xD4DB	U+58D1	4524
1-5260	0x545C	0x9ADA	0xD4DC	U+58D7	4525
1-5261	0x545D	0x9ADB	0xD4DD	U+58D9	4526
1-5262	0x545E	0x9ADC	0xD4DE	U+58D8	4527
1-5263	0x545F	0x9ADD	0xD4DF	U+58E5	4528
1-5264	0x5460	0x9ADE	0xD4E0	U+58DC	4529
1-5265	0x5461	0x9ADF	0xD4E1	U+58E4	4530
1-5266	0x5462	0x9AE0	0xD4E2	U+58DF	4531
1-5267	0x5463	0x9AE1	0xD4E3	U+58EF	4532
1-5268	0x5464	0x9AE2	0xD4E4	U+58FA	4533
1-5269	0x5465	0x9AE3	0xD4E5	U+58F9	4534
1-5270	0x5466	0x9AE4	0xD4E6	U+58FB	4535
1-5271	0x5467	0x9AE5	0xD4E7	U+58FC	4536
1-5272	0x5468	0x9AE6	0xD4E8	U+58FD	4537
1-5273	0x5469	0x9AE7	0xD4E9	U+5902	4538
1-5274	0x546A	0x9AE8	0xD4EA	U+590A	4539
1-5275	0x546B	0x9AE9	0xD4EB	U+5910	4540
1-5276	0x546C	0x9AEA	0xD4EC	U+591B	4541
1-5277	0x546D	0x9AEB	0xD4ED	U+68A6	4542
1-5278	0x546E	0x9AEC	0xD4EE	U+5925	4543
1-5279	0x546F	0x9AED	0xD4EF	U+592C	4544
1-5280	0x5470	0x9AEE	0xD4F0	U+592D	4545
1-5281	0x5471	0x9AEF	0xD4F1	U+5932	4546
1-5282	0x5472	0x9AF0	0xD4F2	U+5938	4547
1-5283	0x5473	0x9AF1	0xD4F3	U+593E	4548
1-5284	0x5474	0x9AF2	0xD4F4	U+7AD2	4549
1-5285	0x5475	0x9AF3	0xD4F5	U+5955	4550
1-5286	0x5476	0x9AF4	0xD4F6	U+5950	4551
1-5287	0x5477	0x9AF5	0xD4F7	U+594E	4552
1-5288	0x5478	0x9AF6	0xD4F8	U+595A	4553
1-5289	0x5479	0x9AF7	0xD4F9	U+5958	4554
1-5290	0x547A	0x9AF8	0xD4FA	U+5962	4555
1-5291	0x547B	0x9AF9	0xD4FB	U+5960	4556
1-5292	0x547C	0x9AFA	0xD4FC	U+5967	4557
1-5293	0x547D	0x9AFB	0xD4FD	U+596C	4558
1-5294	0x547E	0x9AFC	0xD4FE	U+5969	4559
1-5301	0x5521	0x9B40	0xD5A1	U+5978	4560
1-5302	0x5522	0x9B41	0xD5A2	U+5981	4561
1-5303	0x5523	0x9B42	0xD5A3	U+599D	4562
1-5304	0x5524	0x9B43	0xD5A4	U+4F5E	4563
1-5305	0x5525	0x9B44	0xD5A5	U+4FAB	4564
1-5306	0x5526	0x9B45	0xD5A6	U+59A3	4565
1-5307	0x5527	0x9B46	0xD5A7	U+59B2	4566
1-5308	0x5528	0x9B47	0xD5A8	U+59C6	4567
1-5309	0x5529	0x9B48	0xD5A9	U+59E8	4568
1-5310	0x552A	0x9B49	0xD5AA	U+59DC	4569
1-5311	0x552B	0x9B4A	0xD5AB	U+598D	4570
1-5312	0x552C	0x9B4B	0xD5AC	U+59D9	4571
1-5313	0x552D	0x9B4C	0xD5AD	U+59DA	4572
1-5314	0x552E	0x9B4D	0xD5AE	U+5A25	4573
1-5315	0x552F	0x9B4E	0xD5AF	U+5A1F	4574
1-5316	0x5530	0x9B4F	0xD5B0	U+5A11	4575
1-5317	0x5531	0x9B50	0xD5B1	U+5A1C	4576
1-5318	0x5532	0x9B51	0xD5B2	U+5A09	4577
1-5319	0x5533	0x9B52	0xD5B3	U+5A1A	4578
1-5320	0x5534	0x9B53	0xD5B4	U+5A40	4579
1-5321	0x5535	0x9B54	0xD5B5	U+5A6C	4580
1-5322	0x5536	0x9B55	0xD5B6	U+5A49	4581
1-5323	0x5537	0x9B56	0xD5B7	U+5A35	4582
1-5324	0x5538	0x9B57	0xD5B8	U+5A36	4583
1-5325	0x5539	0x9B58	0xD5B9	U+5A62	4584
1-5326	0x553A	0x9B59	0xD5BA	U+5A6A	4585
1-5327	0x553B	0x9B5A	0xD5BB	U+5A9A	4586
1-5328	0x553C	0x9B5B	0xD5BC	U+5ABC	4587
1-5329	0x553D	0x9B5C	0xD5BD	U+5ABE	4588
1-5330	0x553E	0x9B5D	0xD5BE	U+5ACB	4589
1-5331	0x553F	0x9B5E	0xD5BF	U+5AC2	4590
1-5332	0x5540	0x9B5F	0xD5C0	U+5ABD	4591
1-5333	0x5541	0x9B60	0xD5C1	U+5AE3	4592
1-5334	0x5542	0x9B61	0xD5C2	U+5AD7	4593
1-5335	0x5543	0x9B62	0xD5C3	U+5AE6	4594
1-5336	0x5544	0x9B63	0xD5C4	U+5AE9	4595
1-5337	0x5545	0x9B64	0xD5C5	U+5AD6	4596
1-5338	0x5546	0x9B65	0xD5C6	U+5AFA	4597
1-5339	0x5547	0x9B66	0xD5C7	U+5AFB	4598
1-5340	0x5548	0x9B67	0xD5C8	U+5B0C	4599
1-5341	0x5549	0x9B68	0xD5C9	U+5B0B	4600
1-5342	0x554A	0x9B69	0xD5CA	U+5B16	4601
1-5343	0x554B	0x9B6A	0xD5CB	U+5B32	4602
1-5344	0x554C	0x9B6B	0xD5CC	U+5AD0	4603
1-5345	0x554D	0x9B6C	0xD5CD	U+5B2A	4604
1-5346	0x554E	0x9B6D	0xD5CE	U+5B36	4605
1-5347	0x554F	0x9B6E	0xD5CF	U+5B3E	4606
1-5348	0x5550	0x9B6F	0xD5D0	U+5B43	4607
1-5349	0x5551	0x9B70	0xD5D1	U+5B45	4608
1-5350	0x5552	0x9B71	0xD5D2	U+5B40	4609
1-5351	0x5553	0x9B72	0xD5D3	U+5B51	4610
1-5352	0x5554	0x9B73	0xD5D4	U+5B55	4611
1-5353	0x5555	0x9B74	0xD5D5	U+5B5A	4612
1-5354	0x5556	0x9B75	0xD5D6	U+5B5B	4613
1-5355	0x5557	0x9B76	0xD5D7	U+5B65	4614
1-5356	0x5558	0x9B77	0xD5D8	U+5B69	4615
1-5357	0x5559	0x9B78	0xD5D9	U+5B70	4616
1-5358	0x555A	0x9B79	0xD5DA	U+5B73	4617
1-5359	0x555B	0x9B7A	0xD5DB	U+5B75	4618
1-5360	0x555C	0x9B7B	0xD5DC	U+5B78	4619
1-5361	0x555D	0x9B7C	0xD5DD	U+6588	4620
1-5362	0x555E	0x9B7D	0xD5DE	U+5B7A	4621
1-5363	0x555F	0x9B7E	0xD5DF	U+5B80	4622
1-5364	0x5560	0x9B80	0xD5E0	U+5B83	4623
1-5365	0x5561	0x9B81	0xD5E1	U+5BA6	4624
1-5366	0x5562	0x9B82	0xD5E2	U+5BB8	4625
1-5367	0x5563	0x9B83	0xD5E3	U+5BC3	4626
1-5368	0x5564	0x9B84	0xD5E4	U+5BC7	4627
1-5369	0x5565	0x9B85	0xD5E5	U+5BC9	4628
1-5370	0x5566	0x9B86	0xD5E6	U+5BD4	4629
1-5371	0x5567	0x9B87	0xD5E7	U+5BD0	4630
1-5372	0x5568	0x9B88	0xD5E8	U+5BE4	4631
1-5373	0x5569	0x9B89	0xD5E9	U+5BE6	4632
1-5374	0x556A	0x9B8A	0xD5EA	U+5BE2	4633
1-5375	0x556B	0x9B8B	0xD5EB	U+5BDE	4634
1-5376	0x556C	0x9B8C	0xD5EC	U+5BE5	4635
1-5377	0x556D	0x9B8D	0xD5ED	U+5BEB	4636
1-5378	0x556E	0x9B8E	0xD5EE	U+5BF0	4637
1-5379	0x556F	0x9B8F	0xD5EF	U+5BF6	4638
1-5380	0x5570	0x9B90	0xD5F0	U+5BF3	4639
1-5381	0x5571	0x9B91	0xD5F1	U+5C05	4640
1-5382	0x5572	0x9B92	0xD5F2	U+5C07	4641
1-5383	0x5573	0x9B93	0xD5F3	U+5C08	4642
1-5384	0x5574	0x9B94	0xD5F4	U+5C0D	4643
1-5385	0x5575	0x9B95	0xD5F5	U+5C13	4644
1-5386	0x5576	0x9B96	0xD5F6	U+5C20	4645
1-5387	0x5577	0x9B97	0xD5F7	U+5C22	4646
1-5388	0x5578	0x9B98	0xD5F8	U+5C28	4647
1-5389	0x5579	0x9B99	0xD5F9	U+5C38	4648
1-5390	0x557A	0x9B9A	0xD5FA	U+5C39	4649
1-5391	0x557B	0x9B9B	0xD5FB	U+5C41	4650
1-5392	0x557C	0x9B9C	0xD5FC	U+5C46	4651
1-5393	0x557D	0x9B9D	0xD5FD	U+5C4E	4652
1-5394	0x557E	0x9B9E	0xD5FE	U+5C53	4653
1-5401	0x5621	0x9B9F	0xD6A1	U+5C50	4654
1-5402	0x5622	0x9BA0	0xD6A2	U+5C4F	4655
1-5403	0x5623	0x9BA1	0xD6A3	U+5B71	4656
1-5404	0x5624	0x9BA2	0xD6A4	U+5C6C	4657
1-5405	0x5625	0x9BA3	0xD6A5	U+5C6E	4658
1-5406	0x5626	0x9BA4	0xD6A6	U+4E62	4659
1-5407	0x5627	0x9BA5	0xD6A7	U+5C76	4660
1-5408	0x5628	0x9BA6	0xD6A8	U+5C79	4661
1-5409	0x5629	0x9BA7	0xD6A9	U+5C8C	4662
1-5410	0x562A	0x9BA8	0xD6AA	U+5C91	4663
1-5411	0x562B	0x9BA9	0xD6AB	U+5C94	4664
1-5412	0x562C	0x9BAA	0xD6AC	U+599B	4665
1-5413	0x562D	0x9BAB	0xD6AD	U+5CAB	4666
1-5414	0x562E	0x9BAC	0xD6AE	U+5CBB	4667
1-5415	0x562F	0x9BAD	0xD6AF	U+5CB6	4668
1-5416	0x5630	0x9BAE	0xD6B0	U+5CBC	4669
1-5417	0x5631	0x9BAF	0xD6B1	U+5CB7	4670
1-5418	0x5632	0x9BB0	0xD6B2	U+5CC5	4671
1-5419	0x5633	0x9BB1	0xD6B3	U+5CBE	4672
1-5420	0x5634	0x9BB2	0xD6B4	U+5CC7	4673
1-5421	0x5635	0x9BB3	0xD6B5	U+5CD9	4674
1-5422	0x5636	0x9BB4	0xD6B6	U+5CE9	4675
1-5423	0x5637	0x9BB5	0xD6B7	U+5CFD	4676
1-5424	0x5638	0x9BB6	0xD6B8	U+5CFA	4677
1-5425	0x5639	0x9BB7	0xD6B9	U+5CED	4678
1-5426	0x563A	0x9BB8	0xD6BA	U+5D8C	4679
1-5427	0x563B	0x9BB9	0xD6BB	U+5CEA	4680
1-5428	0x563C	0x9BBA	0xD6BC	U+5D0B	4681
1-5429	0x563D	0x9BBB	0xD6BD	U+5D15	4682
1-5430	0x563E	0x9BBC	0xD6BE	U+5D17	4683
1-5431	0x563F	0x9BBD	0xD6BF	U+5D5C	4684
1-5432	0x5640	0x9BBE	0xD6C0	U+5D1F	4685
1-5433	0x5641	0x9BBF	0xD6C1	U+5D1B	4686
1-5434	0x5642	0x9BC0	0xD6C2	U+5D11	4687
1-5435	0x5643	0x9BC1	0xD6C3	U+5D14	4688
1-5436	0x5644	0x9BC2	0xD6C4	U+5D22	4689
1-5437	0x5645	0x9BC3	0xD6C5	U+5D1A	4690
1-5438	0x5646	0x9BC4	0xD6C6	U+5D19	4691
1-5439	0x5647	0x9BC5	0xD6C7	U+5D18	4692
1-5440	0x5648	0x9BC6	0xD6C8	U+5D4C	4693
1-5441	0x5649	0x9BC7	0xD6C9	U+5D52	4694
1-5442	0x564A	0x9BC8	0xD6CA	U+5D4E	4695
1-5443	0x564B	0x9BC9	0xD6CB	U+5D4B	4696
1-5444	0x564C	0x9BCA	0xD6CC	U+5D6C	4697
1-5445	0x564D	0x9BCB	0xD6CD	U+5D73	4698
1-5446	0x564E	0x9BCC	0xD6CE	U+5D76	4699
1-5447	0x564F	0x9BCD	0xD6CF	U+5D87	4700
1-5448	0x5650	0x9BCE	0xD6D0	U+5D84	4701
1-5449	0x5651	0x9BCF	0xD6D1	U+5D82	4702
1-5450	0x5652	0x9BD0	0xD6D2	U+5DA2	4703
1-5451	0x5653	0x9BD1	0xD6D3	U+5D9D	4704
1-5452	0x5654	0x9BD2	0xD6D4	U+5DAC	4705
1-5453	0x5655	0x9BD3	0xD6D5	U+5DAE	4706
1-5454	0x5656	0x9BD4	0xD6D6	U+5DBD	4707
1-5455	0x5657	0x9BD5	0xD6D7	U+5D90	4708
1-5456	0x5658	0x9BD6	0xD6D8	U+5DB7	4709
1-5457	0x5659	0x9BD7	0xD6D9	U+5DBC	4710
1-5458	0x565A	0x9BD8	0xD6DA	U+5DC9	4711
1-5459	0x565B	0x9BD9	0xD6DB	U+5DCD	4712
1-5460	0x565C	0x9BDA	0xD6DC	U+5DD3	4713
1-5461	0x565D	0x9BDB	0xD6DD	U+5DD2	4714
1-5462	0x565E	0x9BDC	0xD6DE	U+5DD6	4715
1-5463	0x565F	0x9BDD	0xD6DF	U+5DDB	4716
1-5464	0x5660	0x9BDE	0xD6E0	U+5DEB	4717
1-5465	0x5661	0x9BDF	0xD6E1	U+5DF2	4718
1-5466	0x5662	0x9BE0	0xD6E2	U+5DF5	4719
1-5467	0x5663	0x9BE1	0xD6E3	U+5E0B	4720
1-5468	0x5664	0x9BE2	0xD6E4	U+5E1A	4721
1-5469	0x5665	0x9BE3	0xD6E5	U+5E19	4722
1-5470	0x5666	0x9BE4	0xD6E6	U+5E11	4723
1-5471	0x5667	0x9BE5	0xD6E7	U+5E1B	4724
1-5472	0x5668	0x9BE6	0xD6E8	U+5E36	4725
1-5473	0x5669	0x9BE7	0xD6E9	U+5E37	4726
1-5474	0x566A	0x9BE8	0xD6EA	U+5E44	4727
1-5475	0x566B	0x9BE9	0xD6EB	U+5E43	4728
1-5476	0x566C	0x9BEA	0xD6EC	U+5E40	4729
1-5477	0x566D	0x9BEB	0xD6ED	U+5E4E	4730
1-5478	0x566E	0x9BEC	0xD6EE	U+5E57	4731
1-5479	0x566F	0x9BED	0xD6EF	U+5E54	4732
1-5480	0x5670	0x9BEE	0xD6F0	U+5E5F	4733
1-5481	0x5671	0x9BEF	0xD6F1	U+5E62	4734
1-5482	0x5672	0x9BF0	0xD6F2	U+5E64	4735
1-5483	0x5673	0x9BF1	0xD6F3	U+5E47	4736
1-5484	0x5674	0x9BF2	0xD6F4	U+5E75	4737
1-5485	0x5675	0x9BF3	0xD6F5	U+5E76	4738
1-5486	0x5676	0x9BF4	0xD6F6	U+5E7A	4739
1-5487	0x5677	0x9BF5	0xD6F7	U+9EBC	4740
1-5488	0x5678	0x9BF6	0xD6F8	U+5E7F	4741
1-5489	0x5679	0x9BF7	0xD6F9	U+5EA0	4742
1-5490	0x567A	0x9BF8	0xD6FA	U+5EC1	4743
1-5491	0x567B	0x9BF9	0xD6FB	U+5EC2	4744
1-5492	0x567C	0x9BFA	0xD6FC	U+5EC8	4745
1-5493	0x567D	0x9BFB	0xD6FD	U+5ED0	4746
1-5494	0x567E	0x9BFC	0xD6FE	U+5ECF	4747
1-5501	0x5721	0x9C40	0xD7A1	U+5ED6	4748
1-5502	0x5722	0x9C41	0xD7A2	U+5EE3	4749
1-5503	0x5723	0x9C42	0xD7A3	U+5EDD	4750
1-5504	0x5724	0x9C43	0xD7A4	U+5EDA	4751
1-5505	0x5725	0x9C44	0xD7A5	U+5EDB	4752
1-5506	0x5726	0x9C45	0xD7A6	U+5EE2	4753
1-5507	0x5727	0x9C46	0xD7A7	U+5EE1	4754
1-5508	0x5728	0x9C47	0xD7A8	U+5EE8	4755
1-5509	0x5729	0x9C48	0xD7A9	U+5EE9	4756
1-5510	0x572A	0x9C49	0xD7AA	U+5EEC	4757
1-5511	0x572B	0x9C4A	0xD7AB	U+5EF1	4758
1-5512	0x572C	0x9C4B	0xD7AC	U+5EF3	4759
1-5513	0x572D	0x9C4C	0xD7AD	U+5EF0	4760
1-5514	0x572E	0x9C4D	0xD7AE	U+5EF4	4761
1-5515	0x572F	0x9C4E	0xD7AF	U+5EF8	4762
1-5516	0x5730	0x9C4F	0xD7B0	U+5EFE	4763
1-5517	0x5731	0x9C50	0xD7B1	U+5F03	4764
1-5518	0x5732	0x9C51	0xD7B2	U+5F09	4765
1-5519	0x5733	0x9C52	0xD7B3	U+5F5D	4766
1-5520	0x5734	0x9C53	0xD7B4	U+5F5C	4767
