# JIS X 0213:2004 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 6, 2007
#
# Adobe-Japan1-6 CIDs in parentheses are those that are encoded in the
# "UniJISX0213-UTF32-H" CMap file, which is based on the Mac OS X
# "Hiragino" fonts, and are generally for proportional symbols.
#
# Adobe-Japan1-6 CIDs in braces are those that represent the
# prototypical glyphs from the JIS X 0213:2004 standard, and are
# specific to Adobe-Japan1-6 (that is, they are above CID=20316). They
# are made accessible through the OpenType 'jp04' GSUB feature.
#
# Adobe-Japan1-6 CIDs in brackets are those that represent the
# combination of two CIDs that represent the Unicode
# representation, and are thus not directly encoded according to
# Unicode. The Unicode representation has two values, separated 
# by a colon. They are made accessible through the OpenType 'ccmp'
# GSUB feature.
#
# The ten characters added for JIS X 0213:2004 are at the very end of
# the file, for easy identification.
#
KuTen	2022JP	SJIS	EUCJP	Unicode	Adobe-Japan1-6
2-0527	0x253B	0xF25A	0x8FA5BB	U+590D	17470
2-0528	0x253C	0xF25B	0x8FA5BC	U+5914	17471
2-0529	0x253D	0xF25C	0x8FA5BD	U+5924	14445
2-0530	0x253E	0xF25D	0x8FA5BE	U+215D7	17472
2-0531	0x253F	0xF25E	0x8FA5BF	U+3691	17473
2-0532	0x2540	0xF25F	0x8FA5C0	U+593D	17474
2-0533	0x2541	0xF260	0x8FA5C1	U+3699	17475
2-0534	0x2542	0xF261	0x8FA5C2	U+5946	17476
2-0535	0x2543	0xF262	0x8FA5C3	U+3696	17477
2-0536	0x2544	0xF263	0x8FA5C4	U+26C29	17478
2-0537	0x2545	0xF264	0x8FA5C5	U+595B	8427
2-0538	0x2546	0xF265	0x8FA5C6	U+595F	17479
2-0539	0x2547	0xF266	0x8FA5C7	U+21647	17480
2-0540	0x2548	0xF267	0x8FA5C8	U+5975	17481
2-0541	0x2549	0xF268	0x8FA5C9	U+5976	17482
2-0542	0x254A	0xF269	0x8FA5CA	U+597C	17483
2-0543	0x254B	0xF26A	0x8FA5CB	U+599F	17484
2-0544	0x254C	0xF26B	0x8FA5CC	U+59AE	17485
2-0545	0x254D	0xF26C	0x8FA5CD	U+59BC	17486
2-0546	0x254E	0xF26D	0x8FA5CE	U+59C8	17487
2-0547	0x254F	0xF26E	0x8FA5CF	U+59CD	17488
2-0548	0x2550	0xF26F	0x8FA5D0	U+59DE	17489
2-0549	0x2551	0xF270	0x8FA5D1	U+59E3	14452
2-0550	0x2552	0xF271	0x8FA5D2	U+59E4	14453
2-0551	0x2553	0xF272	0x8FA5D3	U+59E7	17490
2-0552	0x2554	0xF273	0x8FA5D4	U+59EE	17491
2-0553	0x2555	0xF274	0x8FA5D5	U+21706	17492
2-0554	0x2556	0xF275	0x8FA5D6	U+21742	17493
2-0555	0x2557	0xF276	0x8FA5D7	U+36CF	17494
2-0556	0x2558	0xF277	0x8FA5D8	U+5A0C	14455
2-0557	0x2559	0xF278	0x8FA5D9	U+5A0D	17495
2-0558	0x255A	0xF279	0x8FA5DA	U+5A17	17496
2-0559	0x255B	0xF27A	0x8FA5DB	U+5A27	17497
2-0560	0x255C	0xF27B	0x8FA5DC	U+5A2D	17498
2-0561	0x255D	0xF27C	0x8FA5DD	U+5A55	14458
2-0562	0x255E	0xF27D	0x8FA5DE	U+5A65	17499
2-0563	0x255F	0xF27E	0x8FA5DF	U+5A7A	17500
2-0564	0x2560	0xF280	0x8FA5E0	U+5A8B	17501
2-0565	0x2561	0xF281	0x8FA5E1	U+5A9C	17502
2-0566	0x2562	0xF282	0x8FA5E2	U+5A9F	17503
2-0567	0x2563	0xF283	0x8FA5E3	U+5AA0	17504
2-0568	0x2564	0xF284	0x8FA5E4	U+5AA2	17505
2-0569	0x2565	0xF285	0x8FA5E5	U+5AB1	17506
2-0570	0x2566	0xF286	0x8FA5E6	U+5AB3	14465
2-0571	0x2567	0xF287	0x8FA5E7	U+5AB5	17507
2-0572	0x2568	0xF288	0x8FA5E8	U+5ABA	17508
2-0573	0x2569	0xF289	0x8FA5E9	U+5ABF	17509
2-0574	0x256A	0xF28A	0x8FA5EA	U+5ADA	17510
2-0575	0x256B	0xF28B	0x8FA5EB	U+5ADC	17511
2-0576	0x256C	0xF28C	0x8FA5EC	U+5AE0	14466
2-0577	0x256D	0xF28D	0x8FA5ED	U+5AE5	17512
2-0578	0x256E	0xF28E	0x8FA5EE	U+5AF0	17513
2-0579	0x256F	0xF28F	0x8FA5EF	U+5AEE	17514
2-0580	0x2570	0xF290	0x8FA5F0	U+5AF5	17515
2-0581	0x2571	0xF291	0x8FA5F1	U+5B00	14467
2-0582	0x2572	0xF292	0x8FA5F2	U+5B08	17516
2-0583	0x2573	0xF293	0x8FA5F3	U+5B17	17517
2-0584	0x2574	0xF294	0x8FA5F4	U+5B34	17518
2-0585	0x2575	0xF295	0x8FA5F5	U+5B2D	14470
2-0586	0x2576	0xF296	0x8FA5F6	U+5B4C	17519
2-0587	0x2577	0xF297	0x8FA5F7	U+5B52	17520
2-0588	0x2578	0xF298	0x8FA5F8	U+5B68	17521
2-0589	0x2579	0xF299	0x8FA5F9	U+5B6F	17522
2-0590	0x257A	0xF29A	0x8FA5FA	U+5B7C	14472
2-0591	0x257B	0xF29B	0x8FA5FB	U+5B7F	14474
2-0592	0x257C	0xF29C	0x8FA5FC	U+5B81	17523
2-0593	0x257D	0xF29D	0x8FA5FD	U+5B84	17524
2-0594	0x257E	0xF29E	0x8FA5FE	U+219C3	17525
2-0801	0x2821	0xF09F	0x8FA8A1	U+5B96	17526
2-0802	0x2822	0xF0A0	0x8FA8A2	U+5BAC	17527
2-0803	0x2823	0xF0A1	0x8FA8A3	U+3761	17528
2-0804	0x2824	0xF0A2	0x8FA8A4	U+5BC0	8433
2-0805	0x2825	0xF0A3	0x8FA8A5	U+3762	17529
2-0806	0x2826	0xF0A4	0x8FA8A6	U+5BCE	17530
2-0807	0x2827	0xF0A5	0x8FA8A7	U+5BD6	17531
2-0808	0x2828	0xF0A6	0x8FA8A8	U+376C	17532
2-0809	0x2829	0xF0A7	0x8FA8A9	U+376B	17533
2-0810	0x282A	0xF0A8	0x8FA8AA	U+5BF1	17534
2-0811	0x282B	0xF0A9	0x8FA8AB	U+5BFD	17535
2-0812	0x282C	0xF0AA	0x8FA8AC	U+3775	17536
2-0813	0x282D	0xF0AB	0x8FA8AD	U+5C03	17537
2-0814	0x282E	0xF0AC	0x8FA8AE	U+5C29	17538
2-0815	0x282F	0xF0AD	0x8FA8AF	U+5C30	14478
2-0816	0x2830	0xF0AE	0x8FA8B0	U+21C56	17539
2-0817	0x2831	0xF0AF	0x8FA8B1	U+5C5F	17540
2-0818	0x2832	0xF0B0	0x8FA8B2	U+5C63	14479
2-0819	0x2833	0xF0B1	0x8FA8B3	U+5C67	17541
2-0820	0x2834	0xF0B2	0x8FA8B4	U+5C68	17542
2-0821	0x2835	0xF0B3	0x8FA8B5	U+5C69	14480
2-0822	0x2836	0xF0B4	0x8FA8B6	U+5C70	17543
2-0823	0x2837	0xF0B5	0x8FA8B7	U+21D2D	17544
2-0824	0x2838	0xF0B6	0x8FA8B8	U+21D45	17545
2-0825	0x2839	0xF0B7	0x8FA8B9	U+5C7C	14481
2-0826	0x283A	0xF0B8	0x8FA8BA	U+21D78	17546
2-0827	0x283B	0xF0B9	0x8FA8BB	U+21D62	17547
2-0828	0x283C	0xF0BA	0x8FA8BC	U+5C88	17548
2-0829	0x283D	0xF0BB	0x8FA8BD	U+5C8A	17549
2-0830	0x283E	0xF0BC	0x8FA8BE	U+37C1	17550
2-0831	0x283F	0xF0BD	0x8FA8BF	U+21DA1	17551
2-0832	0x2840	0xF0BE	0x8FA8C0	U+21D9C	17552
2-0833	0x2841	0xF0BF	0x8FA8C1	U+5CA0	17553
2-0834	0x2842	0xF0C0	0x8FA8C2	U+5CA2	17554
2-0835	0x2843	0xF0C1	0x8FA8C3	U+5CA6	8438
2-0836	0x2844	0xF0C2	0x8FA8C4	U+5CA7	17555
2-0837	0x2845	0xF0C3	0x8FA8C5	U+21D92	17556
2-0838	0x2846	0xF0C4	0x8FA8C6	U+5CAD	17557
2-0839	0x2847	0xF0C5	0x8FA8C7	U+5CB5	17558
2-0840	0x2848	0xF0C6	0x8FA8C8	U+21DB7	17559
2-0841	0x2849	0xF0C7	0x8FA8C9	U+5CC9	17560
2-0842	0x284A	0xF0C8	0x8FA8CA	U+21DE0	17561
2-0843	0x284B	0xF0C9	0x8FA8CB	U+21E33	17562
2-0844	0x284C	0xF0CA	0x8FA8CC	U+5D06	17563
2-0845	0x284D	0xF0CB	0x8FA8CD	U+5D10	17564
2-0846	0x284E	0xF0CC	0x8FA8CE	U+5D2B	17565
2-0847	0x284F	0xF0CD	0x8FA8CF	U+5D1D	17566
2-0848	0x2850	0xF0CE	0x8FA8D0	U+5D20	17567
2-0849	0x2851	0xF0CF	0x8FA8D1	U+5D24	14485
2-0850	0x2852	0xF0D0	0x8FA8D2	U+5D26	14486
2-0851	0x2853	0xF0D1	0x8FA8D3	U+5D31	17568
2-0852	0x2854	0xF0D2	0x8FA8D4	U+5D39	17569
2-0853	0x2855	0xF0D3	0x8FA8D5	U+5D42	8444
2-0854	0x2856	0xF0D4	0x8FA8D6	U+37E8	17570
2-0855	0x2857	0xF0D5	0x8FA8D7	U+5D61	17571
2-0856	0x2858	0xF0D6	0x8FA8D8	U+5D6A	17572
2-0857	0x2859	0xF0D7	0x8FA8D9	U+37F4	17573
2-0858	0x285A	0xF0D8	0x8FA8DA	U+5D70	17574
2-0859	0x285B	0xF0D9	0x8FA8DB	U+21F1E	17575
2-0860	0x285C	0xF0DA	0x8FA8DC	U+37FD	17576
2-0861	0x285D	0xF0DB	0x8FA8DD	U+5D88	17577
2-0862	0x285E	0xF0DC	0x8FA8DE	U+3800	17578
2-0863	0x285F	0xF0DD	0x8FA8DF	U+5D92	14490
2-0864	0x2860	0xF0DE	0x8FA8E0	U+5D94	14491
2-0865	0x2861	0xF0DF	0x8FA8E1	U+5D97	17579
2-0866	0x2862	0xF0E0	0x8FA8E2	U+5D99	14492
2-0867	0x2863	0xF0E1	0x8FA8E3	U+5DB0	17580
2-0868	0x2864	0xF0E2	0x8FA8E4	U+5DB2	15405
2-0869	0x2865	0xF0E3	0x8FA8E5	U+5DB4	17581
2-0870	0x2866	0xF0E4	0x8FA8E6	U+21F76	17582
2-0871	0x2867	0xF0E5	0x8FA8E7	U+5DB9	8447
2-0872	0x2868	0xF0E6	0x8FA8E8	U+5DD1	17583
2-0873	0x2869	0xF0E7	0x8FA8E9	U+5DD7	17584
2-0874	0x286A	0xF0E8	0x8FA8EA	U+5DD8	14494
2-0875	0x286B	0xF0E9	0x8FA8EB	U+5DE0	14495
2-0876	0x286C	0xF0EA	0x8FA8EC	U+21FFA	17585
2-0877	0x286D	0xF0EB	0x8FA8ED	U+5DE4	17586
2-0878	0x286E	0xF0EC	0x8FA8EE	U+5DE9	17587
2-0879	0x286F	0xF0ED	0x8FA8EF	U+382F	17588
2-0880	0x2870	0xF0EE	0x8FA8F0	U+5E00	14497
2-0881	0x2871	0xF0EF	0x8FA8F1	U+3836	17589
2-0882	0x2872	0xF0F0	0x8FA8F2	U+5E12	14498
2-0883	0x2873	0xF0F1	0x8FA8F3	U+5E15	14500
2-0884	0x2874	0xF0F2	0x8FA8F4	U+3840	17590
2-0885	0x2875	0xF0F3	0x8FA8F5	U+5E1F	17591
2-0886	0x2876	0xF0F4	0x8FA8F6	U+5E2E	14502
2-0887	0x2877	0xF0F5	0x8FA8F7	U+5E3E	17592
2-0888	0x2878	0xF0F6	0x8FA8F8	U+5E49	17593
2-0889	0x2879	0xF0F7	0x8FA8F9	U+385C	17594
2-0890	0x287A	0xF0F8	0x8FA8FA	U+5E56	17595
2-0891	0x287B	0xF0F9	0x8FA8FB	U+3861	17596
2-0892	0x287C	0xF0FA	0x8FA8FC	U+5E6B	14504
2-0893	0x287D	0xF0FB	0x8FA8FD	U+5E6C	14505
2-0894	0x287E	0xF0FC	0x8FA8FE	U+5E6D	17597
2-1201	0x2C21	0xF29F	0x8FACA1	U+5E6E	17598
2-1202	0x2C22	0xF2A0	0x8FACA2	U+2217B	17599
2-1203	0x2C23	0xF2A1	0x8FACA3	U+5EA5	17600
2-1204	0x2C24	0xF2A2	0x8FACA4	U+5EAA	14507
2-1205	0x2C25	0xF2A3	0x8FACA5	U+5EAC	17601
2-1206	0x2C26	0xF2A4	0x8FACA6	U+5EB9	17602
2-1207	0x2C27	0xF2A5	0x8FACA7	U+5EBF	14509
2-1208	0x2C28	0xF2A6	0x8FACA8	U+5EC6	17603
2-1209	0x2C29	0xF2A7	0x8FACA9	U+5ED2	14511
2-1210	0x2C2A	0xF2A8	0x8FACAA	U+5ED9	17604
2-1211	0x2C2B	0xF2A9	0x8FACAB	U+2231E	17605
2-1212	0x2C2C	0xF2AA	0x8FACAC	U+5EFD	17606
2-1213	0x2C2D	0xF2AB	0x8FACAD	U+5F08	17607
2-1214	0x2C2E	0xF2AC	0x8FACAE	U+5F0E	14513
2-1215	0x2C2F	0xF2AD	0x8FACAF	U+5F1C	14514
2-1216	0x2C30	0xF2AE	0x8FACB0	U+223AD	17608
2-1217	0x2C31	0xF2AF	0x8FACB1	U+5F1E	17609
2-1218	0x2C32	0xF2B0	0x8FACB2	U+5F47	17610
2-1219	0x2C33	0xF2B1	0x8FACB3	U+5F63	17611
2-1220	0x2C34	0xF2B2	0x8FACB4	U+5F72	17612
2-1221	0x2C35	0xF2B3	0x8FACB5	U+5F7E	17613
2-1222	0x2C36	0xF2B4	0x8FACB6	U+5F8F	17614
2-1223	0x2C37	0xF2B5	0x8FACB7	U+5FA2	17615
2-1224	0x2C38	0xF2B6	0x8FACB8	U+5FA4	14527
2-1225	0x2C39	0xF2B7	0x8FACB9	U+5FB8	14529
2-1226	0x2C3A	0xF2B8	0x8FACBA	U+5FC4	14530
2-1227	0x2C3B	0xF2B9	0x8FACBB	U+38FA	13852
2-1228	0x2C3C	0xF2BA	0x8FACBC	U+5FC7	17616
2-1229	0x2C3D	0xF2BB	0x8FACBD	U+5FCB	17617
2-1230	0x2C3E	0xF2BC	0x8FACBE	U+5FD2	17618
2-1231	0x2C3F	0xF2BD	0x8FACBF	U+5FD3	17619
2-1232	0x2C40	0xF2BE	0x8FACC0	U+5FD4	17620
2-1233	0x2C41	0xF2BF	0x8FACC1	U+5FE2	17621
2-1234	0x2C42	0xF2C0	0x8FACC2	U+5FEE	17622
2-1235	0x2C43	0xF2C1	0x8FACC3	U+5FEF	17623
2-1236	0x2C44	0xF2C2	0x8FACC4	U+5FF3	17624
2-1237	0x2C45	0xF2C3	0x8FACC5	U+5FFC	14535
2-1238	0x2C46	0xF2C4	0x8FACC6	U+3917	17625
2-1239	0x2C47	0xF2C5	0x8FACC7	U+6017	14536
2-1240	0x2C48	0xF2C6	0x8FACC8	U+6022	17626
2-1241	0x2C49	0xF2C7	0x8FACC9	U+6024	17627
2-1242	0x2C4A	0xF2C8	0x8FACCA	U+391A	17628
2-1243	0x2C4B	0xF2C9	0x8FACCB	U+604C	17629
2-1244	0x2C4C	0xF2CA	0x8FACCC	U+607F	14540
2-1245	0x2C4D	0xF2CB	0x8FACCD	U+608A	8456
2-1246	0x2C4E	0xF2CC	0x8FACCE	U+6095	17630
2-1247	0x2C4F	0xF2CD	0x8FACCF	U+60A8	17631
2-1248	0x2C50	0xF2CE	0x8FACD0	U+226F3	17632
2-1249	0x2C51	0xF2CF	0x8FACD1	U+60B0	14543
2-1250	0x2C52	0xF2D0	0x8FACD2	U+60B1	17633
2-1251	0x2C53	0xF2D1	0x8FACD3	U+60BE	17634
2-1252	0x2C54	0xF2D2	0x8FACD4	U+60C8	17635
2-1253	0x2C55	0xF2D3	0x8FACD5	U+60D9	17636
2-1254	0x2C56	0xF2D4	0x8FACD6	U+60DB	14545
2-1255	0x2C57	0xF2D5	0x8FACD7	U+60EE	17637
2-1256	0x2C58	0xF2D6	0x8FACD8	U+60F2	8460
2-1257	0x2C59	0xF2D7	0x8FACD9	U+60F5	17638
2-1258	0x2C5A	0xF2D8	0x8FACDA	U+6110	17639
2-1259	0x2C5B	0xF2D9	0x8FACDB	U+6112	14547
2-1260	0x2C5C	0xF2DA	0x8FACDC	U+6113	14548
2-1261	0x2C5D	0xF2DB	0x8FACDD	U+6119	17640
2-1262	0x2C5E	0xF2DC	0x8FACDE	U+611E	17641
2-1263	0x2C5F	0xF2DD	0x8FACDF	U+613A	17642
2-1264	0x2C60	0xF2DE	0x8FACE0	U+396F	17643
2-1265	0x2C61	0xF2DF	0x8FACE1	U+6141	17644
2-1266	0x2C62	0xF2E0	0x8FACE2	U+6146	17645
2-1267	0x2C63	0xF2E1	0x8FACE3	U+6160	17646
2-1268	0x2C64	0xF2E2	0x8FACE4	U+617C	14551
2-1269	0x2C65	0xF2E3	0x8FACE5	U+2285B	17647
2-1270	0x2C66	0xF2E4	0x8FACE6	U+6192	17648
2-1271	0x2C67	0xF2E5	0x8FACE7	U+6193	17649
2-1272	0x2C68	0xF2E6	0x8FACE8	U+6197	17650
2-1273	0x2C69	0xF2E7	0x8FACE9	U+6198	8464
2-1274	0x2C6A	0xF2E8	0x8FACEA	U+61A5	17651
2-1275	0x2C6B	0xF2E9	0x8FACEB	U+61A8	14554
2-1276	0x2C6C	0xF2EA	0x8FACEC	U+61AD	17652
2-1277	0x2C6D	0xF2EB	0x8FACED	U+228AB	17653
2-1278	0x2C6E	0xF2EC	0x8FACEE	U+61D5	17654
2-1279	0x2C6F	0xF2ED	0x8FACEF	U+61DD	17655
2-1280	0x2C70	0xF2EE	0x8FACF0	U+61DF	14556
2-1281	0x2C71	0xF2EF	0x8FACF1	U+61F5	17656
2-1282	0x2C72	0xF2F0	0x8FACF2	U+2298F	17657
2-1283	0x2C73	0xF2F1	0x8FACF3	U+6215	14557
2-1284	0x2C74	0xF2F2	0x8FACF4	U+6223	17658
2-1285	0x2C75	0xF2F3	0x8FACF5	U+6229	14558
2-1286	0x2C76	0xF2F4	0x8FACF6	U+6246	14560
2-1287	0x2C77	0xF2F5	0x8FACF7	U+624C	14561
2-1288	0x2C78	0xF2F6	0x8FACF8	U+6251	14562
2-1289	0x2C79	0xF2F7	0x8FACF9	U+6252	17659
2-1290	0x2C7A	0xF2F8	0x8FACFA	U+6261	17660
2-1291	0x2C7B	0xF2F9	0x8FACFB	U+6264	17661
2-1292	0x2C7C	0xF2FA	0x8FACFC	U+627B	17662
2-1293	0x2C7D	0xF2FB	0x8FACFD	U+626D	17663
2-1294	0x2C7E	0xF2FC	0x8FACFE	U+6273	17664
2-1301	0x2D21	0xF340	0x8FADA1	U+6299	17665
2-1302	0x2D22	0xF341	0x8FADA2	U+62A6	8466
2-1303	0x2D23	0xF342	0x8FADA3	U+62D5	17666
2-1304	0x2D24	0xF343	0x8FADA4	U+22AB8	17667
2-1305	0x2D25	0xF344	0x8FADA5	U+62FD	17668
2-1306	0x2D26	0xF345	0x8FADA6	U+6303	17669
2-1307	0x2D27	0xF346	0x8FADA7	U+630D	14567
2-1308	0x2D28	0xF347	0x8FADA8	U+6310	17670
2-1309	0x2D29	0xF348	0x8FADA9	U+22B4F	17671
2-1310	0x2D2A	0xF349	0x8FADAA	U+22B50	17672
2-1311	0x2D2B	0xF34A	0x8FADAB	U+6332	17673
2-1312	0x2D2C	0xF34B	0x8FADAC	U+6335	17674
2-1313	0x2D2D	0xF34C	0x8FADAD	U+633B	17675
2-1314	0x2D2E	0xF34D	0x8FADAE	U+633C	17676
2-1315	0x2D2F	0xF34E	0x8FADAF	U+6341	17677
2-1316	0x2D30	0xF34F	0x8FADB0	U+6344	17678
2-1317	0x2D31	0xF350	0x8FADB1	U+634E	17679
2-1318	0x2D32	0xF351	0x8FADB2	U+22B46	17680
2-1319	0x2D33	0xF352	0x8FADB3	U+6359	17681
2-1320	0x2D34	0xF353	0x8FADB4	U+22C1D	17682
2-1321	0x2D35	0xF354	0x8FADB5	U+22BA6	17683
2-1322	0x2D36	0xF355	0x8FADB6	U+636C	17684
2-1323	0x2D37	0xF356	0x8FADB7	U+6384	14575
2-1324	0x2D38	0xF357	0x8FADB8	U+6399	17685
2-1325	0x2D39	0xF358	0x8FADB9	U+22C24	17686
2-1326	0x2D3A	0xF359	0x8FADBA	U+6394	17687
2-1327	0x2D3B	0xF35A	0x8FADBB	U+63BD	17688
2-1328	0x2D3C	0xF35B	0x8FADBC	U+63F7	13892
2-1329	0x2D3D	0xF35C	0x8FADBD	U+63D4	17689
2-1330	0x2D3E	0xF35D	0x8FADBE	U+63D5	17690
2-1331	0x2D3F	0xF35E	0x8FADBF	U+63DC	14580
2-1332	0x2D40	0xF35F	0x8FADC0	U+63E0	17691
2-1333	0x2D41	0xF360	0x8FADC1	U+63EB	17692
2-1334	0x2D42	0xF361	0x8FADC2	U+63EC	17693
2-1335	0x2D43	0xF362	0x8FADC3	U+63F2	17694
2-1336	0x2D44	0xF363	0x8FADC4	U+6409	14581
2-1337	0x2D45	0xF364	0x8FADC5	U+641E	17695
2-1338	0x2D46	0xF365	0x8FADC6	U+6425	17696
2-1339	0x2D47	0xF366	0x8FADC7	U+6429	17697
2-1340	0x2D48	0xF367	0x8FADC8	U+642F	17698
2-1341	0x2D49	0xF368	0x8FADC9	U+645A	17699
2-1342	0x2D4A	0xF369	0x8FADCA	U+645B	14585
2-1343	0x2D4B	0xF36A	0x8FADCB	U+645D	17700
2-1344	0x2D4C	0xF36B	0x8FADCC	U+6473	17701
2-1345	0x2D4D	0xF36C	0x8FADCD	U+647D	17702
2-1346	0x2D4E	0xF36D	0x8FADCE	U+6487	17703
2-1347	0x2D4F	0xF36E	0x8FADCF	U+6491	17704
2-1348	0x2D50	0xF36F	0x8FADD0	U+649D	8469
2-1349	0x2D51	0xF370	0x8FADD1	U+649F	17705
2-1350	0x2D52	0xF371	0x8FADD2	U+64CB	17706
2-1351	0x2D53	0xF372	0x8FADD3	U+64CC	17707
2-1352	0x2D54	0xF373	0x8FADD4	U+64D5	17708
2-1353	0x2D55	0xF374	0x8FADD5	U+64D7	17709
2-1354	0x2D56	0xF375	0x8FADD6	U+22DE1	17710
2-1355	0x2D57	0xF376	0x8FADD7	U+64E4	17711
2-1356	0x2D58	0xF377	0x8FADD8	U+64E5	14590
2-1357	0x2D59	0xF378	0x8FADD9	U+64FF	17712
2-1358	0x2D5A	0xF379	0x8FADDA	U+6504	14593
2-1359	0x2D5B	0xF37A	0x8FADDB	U+3A6E	17713
2-1360	0x2D5C	0xF37B	0x8FADDC	U+650F	17714
2-1361	0x2D5D	0xF37C	0x8FADDD	U+6514	17715
2-1362	0x2D5E	0xF37D	0x8FADDE	U+6516	14594
2-1363	0x2D5F	0xF37E	0x8FADDF	U+3A73	17716
2-1364	0x2D60	0xF380	0x8FADE0	U+651E	17717
2-1365	0x2D61	0xF381	0x8FADE1	U+6532	17718
2-1366	0x2D62	0xF382	0x8FADE2	U+6544	17719
2-1367	0x2D63	0xF383	0x8FADE3	U+6554	17720
2-1368	0x2D64	0xF384	0x8FADE4	U+656B	17721
2-1369	0x2D65	0xF385	0x8FADE5	U+657A	17722
2-1370	0x2D66	0xF386	0x8FADE6	U+6581	14598
2-1371	0x2D67	0xF387	0x8FADE7	U+6584	17723
2-1372	0x2D68	0xF388	0x8FADE8	U+6585	14599
2-1373	0x2D69	0xF389	0x8FADE9	U+658A	17724
2-1374	0x2D6A	0xF38A	0x8FADEA	U+65B2	17725
2-1375	0x2D6B	0xF38B	0x8FADEB	U+65B5	17726
2-1376	0x2D6C	0xF38C	0x8FADEC	U+65B8	17727
2-1377	0x2D6D	0xF38D	0x8FADED	U+65BF	17728
2-1378	0x2D6E	0xF38E	0x8FADEE	U+65C2	14600
2-1379	0x2D6F	0xF38F	0x8FADEF	U+65C9	17729
2-1380	0x2D70	0xF390	0x8FADF0	U+65D4	17730
2-1381	0x2D71	0xF391	0x8FADF1	U+3AD6	17731
2-1382	0x2D72	0xF392	0x8FADF2	U+65F2	14602
2-1383	0x2D73	0xF393	0x8FADF3	U+65F9	17732
2-1384	0x2D74	0xF394	0x8FADF4	U+65FC	17733
2-1385	0x2D75	0xF395	0x8FADF5	U+6604	17734
2-1386	0x2D76	0xF396	0x8FADF6	U+6608	17735
2-1387	0x2D77	0xF397	0x8FADF7	U+6621	17736
2-1388	0x2D78	0xF398	0x8FADF8	U+662A	17737
2-1389	0x2D79	0xF399	0x8FADF9	U+6645	17738
2-1390	0x2D7A	0xF39A	0x8FADFA	U+6651	17739
2-1391	0x2D7B	0xF39B	0x8FADFB	U+664E	17740
2-1392	0x2D7C	0xF39C	0x8FADFC	U+3AEA	17741
2-1393	0x2D7D	0xF39D	0x8FADFD	U+231C3	17742
2-1394	0x2D7E	0xF39E	0x8FADFE	U+6657	8479
2-1401	0x2E21	0xF39F	0x8FAEA1	U+665B	14605
2-1402	0x2E22	0xF3A0	0x8FAEA2	U+6663	14138
2-1403	0x2E23	0xF3A1	0x8FAEA3	U+231F5	17743
2-1404	0x2E24	0xF3A2	0x8FAEA4	U+231B6	17744
2-1405	0x2E25	0xF3A3	0x8FAEA5	U+666A	17745
2-1406	0x2E26	0xF3A4	0x8FAEA6	U+666B	14608
2-1407	0x2E27	0xF3A5	0x8FAEA7	U+666C	17746
2-1408	0x2E28	0xF3A6	0x8FAEA8	U+666D	17747
2-1409	0x2E29	0xF3A7	0x8FAEA9	U+667B	17748
2-1410	0x2E2A	0xF3A8	0x8FAEAA	U+6680	17749
2-1411	0x2E2B	0xF3A9	0x8FAEAB	U+6690	17750
2-1412	0x2E2C	0xF3AA	0x8FAEAC	U+6692	17751
2-1413	0x2E2D	0xF3AB	0x8FAEAD	U+6699	8483
2-1414	0x2E2E	0xF3AC	0x8FAEAE	U+3B0E	17752
2-1415	0x2E2F	0xF3AD	0x8FAEAF	U+66AD	17753
2-1416	0x2E30	0xF3AE	0x8FAEB0	U+66B1	17754
2-1417	0x2E31	0xF3AF	0x8FAEB1	U+66B5	17755 {21722}
2-1418	0x2E32	0xF3B0	0x8FAEB2	U+3B1A	17756
2-1419	0x2E33	0xF3B1	0x8FAEB3	U+66BF	8486
2-1420	0x2E34	0xF3B2	0x8FAEB4	U+3B1C	17757
2-1421	0x2E35	0xF3B3	0x8FAEB5	U+66EC	14612
2-1422	0x2E36	0xF3B4	0x8FAEB6	U+3AD7	17758
2-1423	0x2E37	0xF3B5	0x8FAEB7	U+6701	17759
2-1424	0x2E38	0xF3B6	0x8FAEB8	U+6705	14613
2-1425	0x2E39	0xF3B7	0x8FAEB9	U+6712	17760
2-1426	0x2E3A	0xF3B8	0x8FAEBA	U+23372	17761
2-1427	0x2E3B	0xF3B9	0x8FAEBB	U+6719	17762
2-1428	0x2E3C	0xF3BA	0x8FAEBC	U+233D3	17763
2-1429	0x2E3D	0xF3BB	0x8FAEBD	U+233D2	17764
2-1430	0x2E3E	0xF3BC	0x8FAEBE	U+674C	14617
2-1431	0x2E3F	0xF3BD	0x8FAEBF	U+674D	17765
2-1432	0x2E40	0xF3BE	0x8FAEC0	U+6754	17766
2-1433	0x2E41	0xF3BF	0x8FAEC1	U+675D	17767
2-1434	0x2E42	0xF3C0	0x8FAEC2	U+233D0	17768
2-1435	0x2E43	0xF3C1	0x8FAEC3	U+233E4	17769
2-1436	0x2E44	0xF3C2	0x8FAEC4	U+233D5	17770
2-1437	0x2E45	0xF3C3	0x8FAEC5	U+6774	17771
2-1438	0x2E46	0xF3C4	0x8FAEC6	U+6776	14618
2-1439	0x2E47	0xF3C5	0x8FAEC7	U+233DA	17772
2-1440	0x2E48	0xF3C6	0x8FAEC8	U+6792	17773
